Information,,Skin,Multi,Archive,Expansion,Material,Material,Material
2574,Hoplite envmapligh,Hoplite_envmapligh.tga,5,15,1,0,,
2575,TOA Afct Tatarosgift glow,TOA_Afct_Tatarosgift_glow.tga,3,15,1,0,,
2576,toa s lea1 arm3,toa_s_lea1_arm3.tga,0,17,0,0,,
2577,TOA S naliah body3f a,TOA_S_naliah_body3f_a.tga,0,19,0,0,,
2578,TOA S naliah body3f h,TOA_S_naliah_body3f_h.tga,0,19,0,0,,
2579,TOA S naliah body3f m,TOA_S_naliah_body3f_m.tga,0,19,0,0,,
2580,TOA S naliah body3m a,TOA_S_naliah_body3m_a.tga,0,19,0,0,,
2581,TOA S naliah body3m h,TOA_S_naliah_body3m_h.tga,0,19,0,0,,
2582,TOA S naliah body3m m,TOA_S_naliah_body3m_m.tga,0,19,0,0,,
2583,TOA S naliah lbody1,TOA_S_naliah_lbody1.tga,0,19,0,0,,
2584,TOA S scarab body2f a,TOA_S_scarab_body2f_a.tga,0,19,0,0,,
2585,TOA S scarab body2f h,TOA_S_scarab_body2f_h.tga,0,19,0,0,,
2586,TOA S scarab body2f m,TOA_S_scarab_body2f_m.tga,0,19,0,0,,
2587,TOA S scarab body2m a,TOA_S_scarab_body2m_a.tga,0,19,0,0,,
2588,TOA S scarab body2m h,TOA_S_scarab_body2m_h.tga,0,19,0,0,,
2589,TOA S scarab body2m m,TOA_S_scarab_body2m_m.tga,0,19,0,0,,
2590,TOA S scarab lbody1,TOA_S_scarab_lbody1.tga,0,19,0,0,,
2591,TOA B Weapons Air,TOA_B_Weapons_Air.tga,0,20,0,0,,
2592,TOA B Weapons Earth,TOA_B_Weapons_Earth.tga,0,20,0,0,,
2593,TOA B Weapons Fire,TOA_B_Weapons_Fire.tga,0,20,0,0,,
2594,TOA B Weapons Water,TOA_B_Weapons_Water.tga,0,20,0,0,,
2595,TOA B Weapons Gloss,TOA_B_Weapons_Gloss.tga,4,20,1,0,,
2596,TOA B Weapons Bump,TOA_B_Weapons_Bump.tga,6,20,1,0,,
2597,TOA N Weapons Air,TOA_N_Weapons_Air.tga,0,20,0,0,,
2598,TOA N Weapons Earth,TOA_N_Weapons_Earth.tga,0,20,0,0,,
2599,TOA N Weapons Fire,TOA_N_Weapons_Fire.tga,0,20,0,0,,
2600,TOA N Weapons Water,TOA_N_Weapons_Water.tga,0,20,0,0,,
2601,TOA N Weapons Gloss,TOA_N_Weapons_Gloss.tga,4,20,1,0,,
2602,TOA N Weapons Bump,TOA_N_Weapons_Bump.tga,6,20,1,0,,
2603,TOA H Weapons Air,TOA_H_Weapons_Air.tga,0,20,0,0,,
2604,TOA H Weapons Earth,TOA_H_Weapons_Earth.tga,0,20,0,0,,
2605,TOA H Weapons Fire,TOA_H_Weapons_Fire.tga,0,20,0,0,,
2606,TOA H Weapons Water,TOA_H_Weapons_Water.tga,0,20,0,0,,
2607,TOA H Weapons Gloss,TOA_H_Weapons_Gloss.tga,4,20,1,0,,
2608,TOA H Weapons Bump,TOA_H_Weapons_Bump.tga,6,20,1,0,,
2609,cloudemap,cloudemap.tga,5,20,1,0,,
2610,fieryemap,fieryemap.tga,5,20,1,0,,
2611,pearlmap3,pearlmap3.tga,5,20,1,0,,
2612,topazmap,topazmap.tga,5,20,1,0,,
2613,MaliceAxe,TOA_Afct_MaliceAxe.tga,0,20,0,0,,
2614,MaliceAxe bump,TOA_Afct_MaliceAxe_bump.tga,0,20,1,0,,
2615,MaliceAxe gloss,TOA_Afct_MaliceAxe_gloss.tga,0,20,1,0,,
2616,SerpentScythe,TOA_Afct_SerpentScythe.tga,0,20,0,0,,
2617,SerpentScythe bump,TOA_Afct_SerpentScythe_bump.tga,0,20,1,0,,
2618,SerpentScythe gloss,TOA_Afct_SerpentScythe_gloss.tga,0,20,1,0,,
2619,TOA In Drum,TOA_In_Drum.tga,0,21,0,0,,
2620,TOA In Flute,TOA_In_Flute.tga,0,21,0,0,,
2621,TOA In Harp,TOA_In_Harp.tga,0,30,0,0,,
2622,TOA In Lute,TOA_In_Lute.tga,0,30,0,0,,
2623,TOA Afct SerpentGreaves,TOA_Afct_SerpentGreaves.tga,0,20,0,0,,
2624,TOA Afct SerpentWhip,TOA_Afct_SerpentWhip.tga,0,20,0,0,,
2625,TOA A gift1 body1f a,TOA_A_gift1_body1f_a.tga,0,20,0,0,,
2626,TOA A gift1 body1f h,TOA_A_gift1_body1f_h.tga,0,20,0,0,,
2627,TOA A gift1 body1f m,TOA_A_gift1_body1f_m.tga,0,20,0,0,,
2628,TOA A gift1 body1m a,TOA_A_gift1_body1m_a.tga,0,20,0,0,,
2629,TOA A gift1 body1m h,TOA_A_gift1_body1m_h.tga,0,20,0,0,,
2630,TOA A gift1 body1m m,TOA_A_gift1_body1m_m.tga,0,20,0,0,,
2631,TOA A gift1 lbody1,TOA_A_gift1_lbody1.tga,0,20,0,0,,
2632,toa s lea1 boot1 hm,toa_s_lea1_boot1_hm.tga,0,20,0,0,,
2633,TOA O Weapons,TOA_O_Weapons.tga,0,21,0,0,,
2634,TOA S Weapons,TOA_S_Weapons.tga,0,21,0,0,,
2635,TOA A Weapons,TOA_A_Weapons.tga,0,21,0,0,,
2636,TOA V Weapons,TOA_V_Weapons.tga,0,21,0,0,,
2637,TOA A Feather Cloak,TOA_A_Feather_Cloak.tga,0,21,0,0,,
2638,TOA O Harpy Cloak,TOA_O_Harpy_Cloak.tga,0,21,0,0,,
2639,TOA O Scaled Cloak,TOA_O_Scaled_Cloak.tga,0,21,0,0,,
2640,TOA S Healing Cloak,TOA_S_Healing_Cloak.tga,0,21,0,0,,
2641,TOA S Stygian Cloak,TOA_S_Stygian_Cloak.tga,0,21,0,0,,
2642,TOA V Magma Cloak,TOA_V_Magma_Cloak.tga,0,21,0,0,,
2643,TOA V Mist Cloak,TOA_V_Mist_Cloak.tga,0,21,0,0,,
2644,TOA A Cloud Cloak,TOA_A_Cloud_Cloak.tga,0,21,0,0,,
2645,TOA A enyalio boot3 a,TOA_A_enyalio_boot3_a.tga,0,21,0,0,,
2646,TOA A enyalio boot3 hm,TOA_A_enyalio_boot3_hm.tga,0,21,0,0,,
2647,TOA A flame boot3 a,TOA_A_flame_boot3_a.tga,0,21,0,0,,
2648,TOA A flame boot3 hm,TOA_A_flame_boot3_hm.tga,0,21,0,0,,
2649,TOA A fop arm1,TOA_A_fop_arm1.tga,0,21,0,0,,
2650,TOA O winds arm1,TOA_O_winds_arm1.tga,0,21,0,0,,
2651,TOA O shark glov3,TOA_O_shark_glov3.tga,0,21,0,0,,
2652,TOA_O_alvarus_leg1_am,TOA_O_alvarus_leg1_am.tga,0,21,0,0,,
2653,TOA_O_alvarus_leg1_h,TOA_O_alvarus_leg1_h.tga,0,21,0,0,,
2654,TOA V scalar glov3,TOA_V_scalar_glov3.tga,0,21,0,0,,
2655,TOA A wings leg1 am,TOA_A_wings_leg1_am.tga,0,22,0,0,,
2656,TOA A wings leg1 h,TOA_A_wings_leg1_h.tga,0,22,0,0,,
2657,TOA S cth1 helm1,TOA_S_cth1_helm1.tga,0,22,0,0,,
2658,Stygian Leather Helm,TOA_S_lea1_helm1.tga,0,22,0,0,,
2659,TOA S plt1 helm1,TOA_S_plt1_helm1.tga,0,27,0,0,,
2660,TOA S std1 helm1,TOA_S_std1_helm1.tga,0,27,0,0,,
2661,TOA V chn1 Helm1,TOA_V_chn1_Helm1.tga,0,27,0,0,,
2662,TOA V cth1 Helm1,TOA_V_cth1_Helm1.tga,0,27,0,0,,
2663,TOA V lea1 Helm1,TOA_V_lea1_Helm1.tga,0,27,0,0,,
2664,TOA V plt1 Helm1,TOA_V_plt1_Helm1.tga,0,27,0,0,,
2665,TOA V scl1 Helm1,TOA_V_scl1_Helm1.tga,0,27,0,0,,
2666,TOA V std1 Helm1,TOA_V_std1_Helm1.tga,0,27,0,0,,
2667,TOA O cth1 helm1,TOA_O_cth1_helm1.tga,0,27,0,0,,
2668,TOA A cth1 helm1,TOA_A_cth1_helm1.tga,0,27,0,0,,
2669,TOA O lea1 helm1,TOA_O_lea1_helm1.tga,0,27,0,0,,
2670,toa o std1 helm1,toa_o_std1_helm1.tga,0,27,0,0,,
2671,TOA S chn1 helm1,TOA_S_chn1_helm1.tga,0,27,0,0,,
2672,TOA S scl1 helm1,TOA_S_scl1_helm1.tga,0,27,0,0,,
2673,TOA A chn1 helm1,TOA_A_chn1_helm1.tga,0,27,0,0,,
2674,TOA A plt1 helm1,TOA_A_plt1_helm1.tga,0,27,0,0,,
2675,TOA A scl1 helm1,TOA_A_scl1_helm1.tga,0,27,0,0,,
2676,TOA O chn1 helm1,TOA_O_chn1_helm1.tga,0,27,0,0,,
2677,TOA O plt1 helm1,TOA_O_plt1_helm1.tga,0,27,0,0,,
2678,TOA O scl1 helm1,TOA_O_scl1_helm1.tga,0,27,0,0,,
2679,TOA Afct CoralCrown,TOA_Afct_CoralCrown.tga,0,27,0,0,,
2680,TOA Afct CrownofZahur,TOA_Afct_CrownofZahur.tga,0,27,0,0,,
2681,TOA A lea1 helm1,TOA_A_lea1_helm1.tga,0,27,0,0,,
2682,TOA A std1 helm1,TOA_A_std1_helm1.tga,0,27,0,0,,
2683,Winged Helm,TOA_Afct_Wingedhelm.tga,0,27,0,0,,
2684,TOA O eirene body5f a,TOA_O_eirene_body5f_a.tga,0,27,0,0,,
2685,TOA O eirene body5f h,TOA_O_eirene_body5f_h.tga,0,27,0,0,,
2686,TOA O eirene body5f m,TOA_O_eirene_body5f_m.tga,0,27,0,0,,
2687,TOA O eirene body5m a,TOA_O_eirene_body5m_a.tga,0,27,0,0,,
2688,TOA O eirene body5m h,TOA_O_eirene_body5m_h.tga,0,27,0,0,,
2689,TOA O eirene body5m m,TOA_O_eirene_body5m_m.tga,0,27,0,0,,
2690,TOA O eirene lbody1,TOA_O_eirene_lbody1.tga,0,27,0,0,,
2691,TOA A rsch arm3 a,TOA_A_rsch_arm3_a.tga,0,27,0,0,,
2692,TOA A rsch body1f a,TOA_A_rsch_body1f_a.tga,0,27,0,0,,
2693,TOA A rsch body1m a,TOA_A_rsch_body1m_a.tga,0,27,0,0,,
2694,TOA A rsch boot1 a,TOA_A_rsch_boot1_a.tga,0,27,0,0,,
2695,TOA A rsch glov1 a,TOA_A_rsch_glov1_a.tga,0,27,0,0,,
2696,TOA A rsch lbody3 a,TOA_A_rsch_lbody3_a.tga,0,27,0,0,,
2697,TOA H rsch boot1 h,TOA_H_rsch_boot1_h.tga,0,27,0,0,,
2698,TOA H rsch glov1 h,TOA_H_rsch_glov1_h.tga,0,27,0,0,,
2699,TOA N rsch arm1 m,TOA_N_rsch_arm1_m.tga,0,27,0,0,,
2700,TOA N rsch body1f m,TOA_N_rsch_body1f_m.tga,0,27,0,0,,
2701,TOA N rsch body1m m,TOA_N_rsch_body1m_m.tga,0,27,0,0,,
2702,TOA N rsch boot1 m,TOA_N_rsch_boot1_m.tga,0,27,0,0,,
2703,TOA N rsch glov1 m,TOA_N_rsch_glov1_m.dds,0,27,0,0,,
2704,TOA N rsch lbody3 m,TOA_N_rsch_lbody3_m.tga,0,27,0,0,,
2705,TOA N rsch leg1 m,TOA_N_rsch_leg1_m.tga,0,27,0,0,,
2706,TOA H rsch arm3 h,TOA_H_rsch_arm3_h.tga,0,27,0,0,,
2707,TOA H rsch body1m h,TOA_H_rsch_body1m_h.tga,0,27,0,0,,
2708,TOA H rsch lbody1 h,TOA_H_rsch_lbody1_h.tga,0,27,0,0,,
2709,TOA H rsch body1f h,TOA_H_rsch_body1f_h.tga,0,27,0,0,,
2710,toa a lea1 arm3,toa_a_lea1_arm3.tga,0,29,0,0,,
2711,toa a lea1 lbody3,toa_a_lea1_lbody3.tga,0,29,0,0,,
2712,toa o lea1 arm3,toa_o_lea1_arm3.tga,0,29,0,0,,
2713,toa o lea1 lbody3,toa_o_lea1_lbody3.tga,0,29,0,0,,
2714,toa s lea1 arm3,toa_s_lea1_arm3.tga,0,29,0,0,,
2715,toa s lea1 lbody3,toa_s_lea1_lbody3.tga,0,29,0,0,,
2716,toa s naliah arm3,toa_s_naliah_arm3.tga,0,29,0,0,,
2717,toa s naliah lbody3,toa_s_naliah_lbody3.tga,0,29,0,0,,
2718,toa v lea1 arm3,toa_v_lea1_arm3.tga,0,29,0,0,,
2719,toa v lea1 lbody3 ,toa_v_lea1_lbody3.tga,0,29,0,0,,
2720,Chain Tset,chaintest.dds,0,35,0,0,,
2721,Paladin Epic Gloves,epiGloves01_paladin.dds,0,145,3,0,,
2722,Paladin Epic Legs,epiLegs01_paladin.dds,0,145,3,0,,
2723,Paladin Epic Arms,epiArms01_paladin.dds,0,145,3,0,,
2724,Paladin Epic Body,epiBody01_paladin.dds,0,145,3,0,,
2725,Paladin Epic Boots,epiBoots01_paladin.dds,0,145,3,0,,
2726,Warrior Arms,epiArms01_warrior.dds,0,145,3,0,,
2727,Warrior Body,epiBody03_warrior.dds,0,145,3,0,,
2728,Warrior Gloves,epiGloves01_warrior.dds,0,145,3,0,,
2729,Warrior Boots,epiBoots03_warrior.dds,0,145,3,0,,
2730,Warrior Legs,epiLegs01_warrior.dds,0,145,3,0,,
2731,Champion Legs,epiLegs01_champion.dds,0,145,3,0,,
2732,Champion Gloves,epiGloves02_champion.dds,0,35,3,0,,
2733,Champion Boots,epiBoots02_champion.dds,0,35,3,0,,
2734,Champion Body,epiBody02_champion.dds,0,35,3,0,,
2735,Champion Arms,epiArms01_champion.dds,0,35,3,457,,
2736,Cata Hard Leather Body,leaBody01_01_m.dds,0,0,3,571,,
2737,Cata Leather Body Brit Male,leaBody02_01_m.dds,0,0,3,586,,
2738,Cata Leather Body Valk Male,leaBody05_TOA_V_m.dds,0,0,3,622,,
2739,Cata Norse Chain 5 Female,chnBody05_01_f.dds,0,0,3,47,,
4000,Cata Hard Leather,leaBody01_01_m.dds,0,0,0,571,,
4001,Cata Hard Leather,leaBody01_01_f.dds,0,0,0,570,,
4002,Cata Hard Leather,cthArms01_lea02.dds,0,0,0,163,,
4003,Cata Hard Leather,leaGloves01_03.dds,0,0,0,676,,
4004,Cata Hard Leather,cthLegs01_lea01.dds,0,0,0,375,,
4005,Cata Hard Leather,leaBoots01_06.dds,0,0,0,632,,
4006,Cata Padded Leather,leaBody01_02_m.dds,0,0,0,574,,
4007,Cata Padded Leather,leaBody01_02_f.dds,0,0,0,573,,
4008,Cata Padded Leather,cthArms01_lea03.dds,0,0,0,164,,
4009,Cata Padded Leather,leaGloves01_07.dds,0,0,0,681,,
4010,Cata Padded Leather,cthLegs01_lea02.dds,0,0,0,379,,
4011,Cata Padded Leather,leaBoots01_07.dds,0,0,0,634,,
4012,Cata Reinforced Leather,stdBody01_lea01_m.dds,0,0,0,1276,,
4013,Cata Reinforced Leather,stdBody01_lea01_f.dds,0,0,0,1277,,
4014,Cata Reinforced Leather,cthArms01_lea04.dds,0,0,0,165,,
4015,Cata Reinforced Leather,leaGloves01_08.dds,0,0,0,682,,
4016,Cata Reinforced Leather,cthLegs01_lea03.dds,0,0,0,380,,
4017,Cata Reinforced Leather,leaBoots01_08.dds,0,0,0,635,,
4018,Cata Plated Studded,stdBody01_03_m.dds,0,0,0,1007,,
4019,Cata Plated Studded,stdBody01_03_f.dds,0,0,0,1006,,
4020,Cata Plated Studded,cthArms01_std02.dds,0,0,0,206,,
4021,Cata Plated Studded,leaGloves01_std01.dds,0,0,0,706,,
4022,Cata Plated Studded,cthLegs01_std06.dds,0,0,0,421,,
4023,Cata Plated Studded,leaboots01_std01.dds,0,0,0,658,,
4024,Cata Studded,stdBody01_02_m.dds,0,0,0,1003,,
4025,Cata Studded,stdBody01_02_f.dds,0,0,0,1004,,
4026,Cata Studded,cthArms01_std04.dds,0,0,0,208,,
4027,Cata Studded,leaGloves01_std02.dds,0,0,0,711,,
4028,Cata Studded,cthLegs01_std01.dds,0,0,0,412,,
4029,Cata Studded,leaboots01_std02.dds,0,0,0,663,,
4030,Cata Chain,chnBody05_02_m.dds,0,0,0,50,,
4031,Cata Chain,chnBody05_02_f.dds,0,0,0,49,,
4032,Cata Chain,cthArms01_chn02.dds,0,0,0,122,,
4033,Cata Chain,chnGloves01_02.dds,0,0,0,89,,
4034,Cata Chain,cthLegs01_chn02.dds,0,0,0,340,,
4035,Cata Chain,chnBoots01_02.dds,0,0,0,73,,
4036,Cata Plate,pltBody01_03_m.dds,0,0,0,756,,
4037,Cata Plate,pltBody01_03_f.dds,0,0,0,755,,
4038,Cata Plate,cthArms01_plt03.dds,0,0,0,179,,
4039,Cata Plate,pltGloves01_03.dds,0,0,0,829,,
4040,Cata Plate,cthLegs01_plt03.dds,0,0,0,1275,,
4041,Cata Plate,pltBoots01_03.dds,0,0,0,805,,
4042,Cata Ribbed Plate,pltBody01_05_m.dds,0,0,0,760,,
4043,Cata Ribbed Plate,pltBody01_05_f.dds,0,0,0,759,,
4044,Cata Ribbed Plate,cthArms01_plt04.dds,0,0,0,180,,
4045,Cata Ribbed Plate,pltGloves01_04.dds,0,0,0,830,,
4046,Cata Ribbed Plate,cthLegs01_plt04.dds,0,0,0,1279,,
4047,Cata Ribbed Plate,pltBoots01_04.dds,0,0,0,806,,
4048,Cata Robe 1 body,robBody01_02_m.dds,0,0,0,870,,
4049,Cata Robe 1 Body female,robBody01_02_f.dds,0,0,0,869,,
4050,Cata Robe 2 Body,robBody01_03_m.dds,0,0,0,873,,
4051,Cata Robe 2 body Female,robBody01_03_f.dds,0,0,0,872,,
4052,Cata Robe 3 Body,robBody01_04_m.dds,0,0,0,876,,
4053,Cata Robe 3 Body Female,robBody01_04_f.dds,0,0,0,875,,
4054,Cata Robe 4 Body,robBody01_05_m.dds,0,0,0,879,,
4055,Cata Robe 4 body F,robBody01_05_f.dds,0,0,0,878,,
4056,Cata Robe 5 Body,robBody01_06_m.dds,0,0,0,882,,
4057,Cata Robe 5 body F,robBody01_06_f.dds,0,0,0,881,,
4058,Cata Cloth,cthArms01_06.dds,0,0,0,1280,,
4059,Cata Cloth,cthbody01_12_f.dds,0,0,0,233,,
4060,Cata Cloth,cthbody01_12_m.dds,0,0,0,234,,
4061,Cata Cloth,cthboot01_01.dds,0,0,0,257,,
4062,Cata Cloth,cthgloves01_01.dds,0,0,0,297,,
4063,Cata Cloth,cthLegs01_10.dds,0,0,0,1278,,
4064,Cata Crude Leather,leaBody05_06_m.dds,0,0,0,1281,,
4065,Cata Crude Leather,leaBody05_06_f.dds,0,0,0,1282,,
4066,Cata Crude Leather,cthArms01_lea01.dds,0,0,0,159,,
4067,Cata Crude Leather,leaGloves01_05.dds,0,0,0,679,,
4068,Cata Crude Leather,cthLegs01_lea08.dds,0,0,0,385,,
4069,Cata Crude Leather,leaBoots01_05.dds,0,0,0,1283,,
4070,Cata Heavy Studded,stdBody01_01_m.dds,0,0,0,1003,,
4071,Cata Heavy Studded,stdBody01_01_f.dds,0,0,0,1002,,
4072,Cata Heavy Studded,cthArms01_std03.dds,0,0,0,207,,
4073,Cata Heavy Studded,leaGloves01_std03.dds,0,0,0,712,,
4074,Cata Heavy Studded,cthLegs01_std03.dds,0,0,0,418,,
4075,Cata Heavy Studded,leaboots01_std07.dds,0,0,0,668,,
4076,Cata Special Leather,leaBody05_06_m.dds,0,0,0,1281,,
4077,Cata Special Leather,leaBody05_06_f.dds,0,0,0,1282,,
4078,Cata Special Leather,cthArms01_lea01.dds,0,0,0,159,,
4079,Cata Special Leather,leaGloves01_05.dds,0,0,0,679,,
4080,Cata Special Leather,cthLegs01_lea08.dds,0,0,0,385,,
4081,Cata Special Leather,leaBoots01_05.dds,0,0,0,1283,,
4082,Cata New Chain 2,chnBody05_11_m.dds,0,0,0,68,,
4083,Cata New Chain 2,chnBody05_11_f.dds,0,0,0,67,,
4084,Cata New Chain 2,cthArms01_chn11.dds,0,0,0,131,,
4085,Cata New Chain 2,chnGloves01_11.dds,0,0,0,98,,
4086,Cata New Chain 2,cthLegs01_chn11.dds,0,0,0,349,,
4087,Cata New Chain 2,chnBoots01_11.dds,0,0,0,82,,
4088,Cata New Chain 3,chnBody05_11_m.dds,0,0,0,68,,
4089,Cata New Chain 3,chnBody05_11_f.dds,0,0,0,67,,
4090,Cata New Chain 3,cthArms01_chn11.dds,0,0,0,131,,
4091,Cata New Chain 3,chnGloves01_11.dds,0,0,0,98,,
4092,Cata New Chain 3,cthLegs01_chn11.dds,0,0,0,349,,
4093,Cata New Chain 3,chnBoots01_11.dds,0,0,0,82,,
4094,Cata New Chain 4,chnBody05_11_m.dds,0,0,0,68,,
4095,Cata New Chain 4,chnBody05_11_f.dds,0,0,0,67,,
4096,Cata New Chain 4,cthArms01_chn11.dds,0,0,0,131,,
4097,Cata New Chain 4,chnGloves01_11.dds,0,0,0,98,,
4098,Cata New Chain 4,cthLegs01_chn11.dds,0,0,0,349,,
4099,Cata New Chain 4,chnBoots01_11.dds,0,0,0,82,,
4100,Cata Special Chain,chnBody05_11_m.dds,0,0,0,68,,
4101,Cata Special Chain,chnBody05_11_f.dds,0,0,0,67,,
4102,Cata Special Chain,cthArms01_chn11.dds,0,0,0,131,,
4103,Cata Special Chain,chnGloves01_11.dds,0,0,0,98,,
4104,Cata Special Chain,cthLegs01_chn11.dds,0,0,0,349,,
4105,Cata Special Chain,chnBoots01_11.dds,0,0,0,82,,
4106,Cata New Plate 3,pltBody01_03_m.dds,0,0,0,756,,
4107,Cata New Plate 3,pltBody01_03_f.dds,0,0,0,755,,
4108,Cata New Plate 3,cthArms01_plt03.dds,0,0,0,179,,
4109,Cata New Plate 3,pltGloves01_03.dds,0,0,0,829,,
4110,Cata New Plate 3,cthLegs01_plt03.dds,0,0,0,1275,,
4111,Cata New Plate 3,pltBoots01_03.dds,0,0,0,805,,
4112,Cata New Plate 4,pltBody01_03_m.dds,0,0,0,756,,
4113,Cata New Plate 4,pltBody01_03_f.dds,0,0,0,755,,
4114,Cata New Plate 4,cthArms01_plt03.dds,0,0,0,179,,
4115,Cata New Plate 4,pltGloves01_03.dds,0,0,0,829,,
4116,Cata New Plate 4,cthLegs01_plt03.dds,0,0,0,1275,,
4117,Cata New Plate 4,pltBoots01_03.dds,0,0,0,805,,
4118,Cata Special Plate,pltBody01_03_m.dds,0,0,0,756,,
4119,Cata Special Plate,pltBody01_03_f.dds,0,0,0,755,,
4120,Cata Special Plate,cthArms01_plt03.dds,0,0,0,179,,
4121,Cata Special Plate,pltGloves01_03.dds,0,0,0,829,,
4122,Cata Special Plate,cthLegs01_plt03.dds,0,0,0,1275,,
4123,Cata Special Plate,pltBoots01_03.dds,0,0,0,805,,
4124,Cata New Studded 4,stdBody01_02_m.dds,0,0,0,1003,,
4125,Cata New Studded 4,stdBody01_02_f.dds,0,0,0,1004,,
4126,Cata New Studded 4,cthArms01_std04.dds,0,0,0,208,,
4127,Cata New Studded 4,leaGloves01_std02.dds,0,0,0,711,,
4128,Cata New Studded 4,cthLegs01_std01.dds,0,0,0,412,,
4129,Cata New Studded 4,leaboots01_std02.dds,0,0,0,663,,
4130,Cata Special Studded,stdBody01_01_m.dds,0,0,0,1003,,
4131,Cata Special Studded,stdBody01_01_f.dds,0,0,0,1002,,
4132,Cata Special Studded,cthArms01_std03.dds,0,0,0,207,,
4133,Cata Special Studded,leaGloves01_std03.dds,0,0,0,712,,
4134,Cata Special Studded,cthLegs01_std03.dds,0,0,0,418,,
4135,Cata Special Studded,leaboots01_std07.dds,0,0,0,668,,
4136,Cata Norse Studded,stdBody02_01_m.dds,0,0,0,1011,,
4137,Cata Norse Studded,stdBody02_01_f.dds,0,0,0,1010,,
4138,Cata Norse Studded,cthArms01_std06.dds,0,0,0,210,,
4139,Cata Norse Studded,leaGloves01_std04.dds,0,0,0,713,,
4140,Cata Norse Studded,cthLegs01_std02.dds,0,0,0,417,,
4141,Cata Norse Studded,leaboots01_std04.dds,0,0,0,665,,
4142,Cata Norse Chain,chnBody05_01_m.dds,0,0,0,48,,
4143,Cata Norse Chain,chnBody05_02_f.dds,0,0,0,49,,
4144,Cata Norse Chain,cthArms01_chn01.dds,0,0,0,117,,
4145,Cata Norse Chain,chnGloves01_01.dds,0,0,0,86,,
4146,Cata Norse Chain,cthLegs01_chn01.dds,0,0,0,335,,
4147,Cata Norse Chain,chnBoots01_01.dds,0,0,0,70,,
4148,Cata Norse Leather,leaBody05_05_m.dds,0,0,0,1266,,
4149,Cata Norse Leather,leaBody05_05_f.dds,0,0,0,1267,,
4150,Cata Norse Leather,cthArms01_lea09.dds,0,0,0,170,,
4151,Cata Norse Leather,leaGloves01_13.dds,0,0,0,1268,,
4152,Cata Norse Leather,cthLegs01_lea06.dds,0,0,0,383,,
4153,Cata Norse Leather,leaBoots01_13.dds,0,0,0,640,,
4154,Cata Norse Cloth,cthbody01_02_f.dds,0,0,0,219,,
4155,Cata Norse Cloth,cthbody01_02_m.dds,0,0,0,220,,
4156,Cata Norse Cloth,cthboots01_05.dds,0,0,0,274,,
4157,Cata Norse Cloth,cthgloves01_05.dds,0,0,0,301,,
4158,Cata Norse Cloth,cthLegs01_04.dds,0,0,0,328,,
4159,Cata Norse Cloth,cthArms01_02.dds,0,0,0,113,,
4160,Cata Norse Studded 2,stdBody02_02_m.dds,0,0,0,1013,,
4161,Cata Norse Studded 2,stdBody02_02_f.dds,0,0,0,1012,,
4162,Cata Norse Studded 2,cthArms01_std01.dds,0,0,0,201,,
4163,Cata Norse Studded 2,leaGloves01_std08.dds,0,0,0,717,,
4164,Cata Norse Studded 2,cthLegs01_std04.dds,0,0,0,419,,
4165,Cata Norse Studded 2,leaboots01_std05.dds,0,0,0,666,,
4166,Cata Norse Chain 2,chnBody05_04_m.dds,0,0,0,54,,
4167,Cata Norse Chain 2,chnBody05_04_f.dds,0,0,0,53,,
4168,Cata Norse Chain 2,cthArms01_chn04.dds,0,0,0,124,,
4169,Cata Norse Chain 2,chnGloves01_04.dds,0,0,0,91,,
4170,Cata Norse Chain 2,cthLegs01_chn04.dds,0,0,0,342,,
4171,Cata Norse Chain 2,chnBoots01_04.dds,0,0,0,75,,
4172,Cata Norse Leather 2,stdbody02_lea02_M.dds,0,0,0,1017,,
4173,Cata Norse Leather 2,stdbody02_lea02_F.dds,0,0,0,1016,,
4174,Cata Norse Leather 2,cthArms01_lea10.dds,0,0,0,171,,
4175,Cata Norse Leather 2,leaGloves01_14.dds,0,0,0,688,,
4176,Cata Norse Leather 2,cthLegs01_lea11.dds,0,0,0,388,,
4177,Cata Norse Leather 2,leaBoots01_14.dds,0,0,0,641,,
4178,Cata Norse Cloth 2,cthbody01_03_f.dds,0,0,0,221,,
4179,Cata Norse Cloth 2,cthbody01_03_M.dds,0,0,0,222,,
4180,Cata Norse Cloth 2,cthboot01_06.dds,0,0,0,262,,
4181,Cata Norse Cloth 2,cthgloves01_06.dds,0,0,0,1284,,
4182,Cata Norse Cloth 2,cthLegs01_05.dds,0,0,0,329,,
4183,Cata Norse Cloth 2,cthArms01_03.dds,0,0,0,114,,
4184,Cata Norse Studded 3,stdBody01_04_m.dds,0,0,0,1009,,
4185,Cata Norse Studded 3,stdBody01_04_f.dds,0,0,0,1008,,
4186,Cata Norse Studded 3,cthArms01_std05.dds,0,0,0,209,,
4187,Cata Norse Studded 3,leaGloves01_std06.dds,0,0,0,715,,
4188,Cata Norse Studded 3,cthLegs01_std05.dds,0,0,0,420,,
4189,Cata Norse Studded 3,leaboots01_std06.dds,0,0,0,667,,
4190,Cata Norse Chain 3,chnBody05_07_m.dds,0,0,0,60,,
4191,Cata Norse Chain 3,chnBody05_11_f.dds,0,0,0,67,,
4192,Cata Norse Chain 3,cthArms01_chn07.dds,0,0,0,127,,
4193,Cata Norse Chain 3,chnGloves01_07.dds,0,0,0,94,,
