Anim,,,,,base, ,,,Blend ,No ,No,,Flex,Swim,Horse,Horse Sock
1465,Frost Giant Combat Idle,FrostGiant_Cidle.kfa,16,15,15,loop,0,1,0,0,0,0,0,,,
1466,Frost Giant Attack High,FrostGiant_AttackH.kfa,16,15,15,clamp,0,1,0,0,0,0,0,,,
1467,Frost Giant Attack Low,FrostGiant_AttackL.kfa,21,15,15,clamp,0,1,0,0,0,0,0,,,
1468,Frost Giant Flinch,FrostGiant_Flinch.kfa,16,15,15,clamp,0,1,0,0,0,0,0,,,
1469,Frost Giant Death,FrostGiant_Death.kfa,35,15,15,clamp,0,1,0,0,0,0,0,,,
1470,Frost Giant Spell A,FrostGiant_SpellA.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1471,Frost Giant Spell B,FrostGiant_SpellB.kfa,10,15,15,loop,0,1,0,0,0,0,0,,,
1472,Frost Giant Spell C,FrostGiant_SpellC.kfa,23,15,15,clamp,0,1,0,0,0,0,0,,,
1473,Frost Giant Swim,FrostGiant_swim.kfa,28,15,15,loop,0,1,0,0,0,0,0,,,
1474,Frost Giant Bow A,FrostGiant_BowA.kfa,37,15,15,clamp,0,1,0,0,0,0,0,,,
1475,Frost Giant Bow B,FrostGiant_BowB.kfa,7,15,15,loop,0,1,0,0,0,0,0,,,
1476,Frost Giant Bow C,FrostGiant_BowC.kfa,13,15,15,clamp,0,1,0,0,0,0,0,,,
1477,ThrawnOgre Idle,thrawnOgre_idle.kfa,19,9,15,loop,0,1,0,0,0,0,0,,,
1478,Drakoran Cidle,Drak_cidle.kfa,23,15,15,loop,0,1,0,0,0,0,0,,,
1479,Orc Cidle,Orc_cidle.kfa,16,15,15,loop,0,1,0,0,0,0,0,,,
1480,Scythe Combat Idle,CI_H_scythe.kfa,18,15,15,loop,0,0,0,0,0,0,0,1661,3249,
1481,Scythe Attack Med,A_H_Scythe_med.kfa,14,15,15,clamp,0,0,0,0,0,0,0,1644,3249,
1482,Scythe Attack Low,A_H_Scythe_low.kfa,12,15,15,clamp,0,0,0,0,0,0,0,1643,3249,
1483,Scythe Combat Style 01,A_H_Scythe_CS01.kfa,26,15,15,clamp,0,0,0,0,0,0,0,1766,3249,
1484,Scythe Combat Style 02,A_H_Scythe_CS02.kfa,28,15,15,clamp,0,0,0,0,0,0,0,1765,3249,
1485,Scythe Combat Style 03,A_H_Scythe_CS03.kfa,16,15,15,clamp,0,0,0,0,0,0,0,1764,3249,
1486,Zombie World Attack H,ZomW_attackH.kfa,11,15,15,clamp,0,1,0,0,0,0,0,,,
1487,Zombie World Attack L,ZomW_attackL.kfa,11,15,15,clamp,0,1,0,0,0,0,0,,,
1488,Zombie Crawling Cidle,ZomW_Cidle.kfa,17,15,15,loop,0,1,0,0,0,0,0,,,
1489,Zombie Crawling Death,ZomW_death.kfa,19,15,15,clamp,0,1,0,0,0,0,0,,,
1490,Zombie Crawling Flinch,ZomW_Flinch.kfa,7,15,15,clamp,0,1,0,0,0,0,0,,,
1491,Zombie Crawling Idle,ZomW_Idle.kfa,30,15,15,loop,0,1,0,0,0,0,0,,,
1492,Zombie Crawling Run,ZomW_run1.kfa,12,15,15,loop,0,1,0,0,0,0,0,,,
1493,Zombie Crawling Spell A,ZomW_SpellA.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1494,Zombie Crawling Spell B,ZomW_SpellB.kfa,10,15,15,clamp,0,1,0,0,0,0,0,,,
1495,Zombie Crawling Spell C,ZomW_SpellC.kfa,23,15,15,clamp,0,1,0,0,0,0,0,,,
1496,Zombie Crawling Walk,ZomW_walk.kfa,24,15,15,loop,0,1,0,0,0,0,0,,,
1497,Scythe Attack High,A_H_Scythe_high.kfa,14,15,15,clamp,0,1,0,0,0,0,0,1642,3249,
1498,Thrawn Ogre Bow A,ThrawnOgre_bowA.kfa,37,15,15,clamp,0,1,0,0,0,0,0,,,
1499,Thrawn Ogre Bow B,ThrawnOgre_bowB.kfa,7,15,15,loop,0,1,0,0,0,0,0,,,
1500,Thrawn Ogre Bow C,ThrawnOgre_bowC.kfa,13,15,15,clamp,0,1,0,0,0,0,0,,,
1501,Thrawn Swim,ThrawnOgre_swim.kfa,28,15,15,loop,0,1,0,0,0,0,0,,,
1502,Fengundar Attack High,Fengundar_attackH.KFA,15,15,15,clamp,0,1,0,0,1,0,0,,,
1503, Fengundar Attack Low,Fengundar_attackL.KFA,15,15,15,clamp,0,1,0,0,1,0,0,,,
1504, Fengundar Combat Idle,Fengundar_cidle.KFA,25,15,15,loop,0,1,0,0,1,0,0,,,
1505, Fengundar Death,Fengundar_death.KFA,9,15,15,clamp,0,1,0,0,1,0,0,,,
1506, Fengundar Flinch,Fengundar_flinch.KFA,10,15,15,clamp,0,1,0,0,1,0,0,,,
1507, Fengundar Idle,Fengundar_idle.KFA,35,15,15,loop,0,1,0,0,1,0,0,,,
1508, Fengundar Run,Fengundar_run.KFA,8,15,15,loop,0,1,0,0,1,0,0,,,
1509, Fengundar Walk,Fengundar_walk.KFA,18,15,15,loop,0,1,0,0,1,0,0,,,
1510,Beckoner Walk,Beckoner_walk.KFA,18,15,15,loop,0,1,0,0,0,0,0,,,
1511,Beckoner Run,Beckoner_run.KFA,8,15,15,loop,0,1,0,0,0,0,0,,,
1512,Beckoner Idle,Beckoner_idle.KFA,35,15,15,loop,0,1,0,0,0,0,0,,,
1513,Beckoner Attack,Beckoner_attackL.KFA,15,15,15,clamp,0,1,0,0,0,0,0,,,
1514,Griffman,Griffman_run.kfa,16,15,15,loop,0,1,0,0,0,0,0,,,
1515,Grazer Attack,Grazer_attack.kfa,24,15,15,clamp,0,1,0,0,0,0,0,,,
1516,Grazer Combat Idle,Grazer_cidle.kfa,24,15,15,loop,0,1,0,0,0,0,0,,,
1517,Grazer Death,Grazer_death.kfa,18,15,15,clamp,0,1,0,0,0,0,0,,,
1518,Grazer Flinch,Grazer_flinch.kfa,16,15,15,clamp,0,1,0,0,0,0,0,,,
1519,Grazer Idle,Grazer_idle.kfa,24,15,15,loop,0,1,0,0,0,0,0,,,
1520,Grazer Run,Grazer_run.kfa,14,15,15,loop,0,1,0,0,0,0,0,,,
1521,Grazer Swim,Grazer_swim.kfa,10,15,15,loop,0,1,0,0,0,0,0,,,
1522,Grazer Walk,Grazer_walk.kfa,24,15,15,loop,0,1,0,0,0,0,0,,,
1523,Ice Queen Attack High,IceQueen_attackH.kfa,20,15,15,clamp,0,1,0,0,0,0,0,,,
1524,Ice Queen Attack Low,IceQueen_attackL.kfa,24,15,15,clamp,0,1,0,0,0,0,0,,,
1525,Ice Queen Combat Idle,IceQueen_cidle.kfa,30,15,15,loop,0,1,0,0,0,0,0,,,
1526,Ice Queen Death,IceQueen_death.kfa,30,15,15,clamp,0,1,0,0,0,0,0,,,
1527,Ice Queen Flinch,IceQueen_flinch.kfa,16,15,15,clamp,0,1,0,0,0,0,0,,,
1528,Ice Queen Idle,IceQueen_idle.kfa,30,7,15,loop,0,1,0,0,0,0,0,,,
1529,Ice Queen Run,IceQueen_run.kfa,12,15,15,loop,0,1,0,0,0,0,0,,,
1530,Ice Queen Spell A,IceQueen_spellA.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1531,Ice Queen Spell B,IceQueen_spellB.kfa,10,15,15,loop,0,1,0,0,0,0,0,,,
1532,Ice Queen Spell C,IceQueen_spellc.kfa,23,15,15,clamp,0,1,0,0,0,0,0,,,
1533,Ice Queen Walk,IceQueen_walk.kfa,15,15,15,loop,0,1,0,0,0,0,0,,,
1534,Fengundar Swim,Fengundar_swim.kfa,8,15,15,loop,0,1,0,0,0,0,0,,,
1535,Red Cap Attack WITH WEAPON,Gnome_attackW.kfa,10,15,15,clamp,0,1,0,0,0,0,0,,,
1536,Treant Flinch,Tsylvan_death.kfa,5,15,15,clamp,0,1,0,0,0,0,0,,,
1537,Emote Chicken,EM_CHICKEN.kfa,24,15,15,clamp,0,0,0,0,0,0,0,1739,3249,
1538,Emote Hug,EM_HUG.kfa,19,15,15,clamp,0,0,0,0,0,0,0,1739,3249,
1539,Emote Lets Go,EM_LETSGO.kfa,17,15,15,clamp,0,0,0,0,0,0,0,2216,3249,
1540,Emote Meditate,EM_MEDITATE.kfa,43,15,15,clamp,0,0,0,0,0,0,0,1739,3249,
1541,Emote No,EM_NO.kfa,21,15,15,clamp,0,0,0,0,0,0,0,2220,3249,
1542,Emote Say,EM_SAYI.kfa,21,15,15,clamp,0,0,0,0,0,0,0,1739,3249,
1543,Emote Shrug,EM_SHRUG.kfa,25,15,15,clamp,0,0,0,0,0,0,0,1739,3249,
1544,Emote Slap,EM_SLAP.kfa,16,15,15,clamp,0,0,0,0,0,0,0,1739,3249,
1545,Emote Slit,EM_SLIT.kfa,20,15,15,clamp,0,0,0,0,0,0,0,1739,3249,
1546,Emote Surrender,EM_SURRENDER.kfa,20,15,15,clamp,0,0,0,0,0,0,0,1739,3249,
1547,Emote Yes,EM_YES.kfa,21,15,15,clamp,0,0,0,0,0,0,0,1739,3367,
1548,Sit Squat A,Sit_squat_A.kfa,15,15,15,clamp,0,0,0,0,0,0,0,2196,3249,
1549,Sit Squat B,Sit_squat_B.kfa,30,15,15,loop,0,0,0,0,0,0,0,2197,3249,
1550,Sit Knee Up A,Sit_kneeup_A.kfa,15,15,15,clamp,0,0,0,0,0,0,0,2196,3249,
1551,Sit Knee Up B,Sit_kneeup_B.kfa,30,15,15,loop,0,0,0,0,0,0,0,2197,3249,
1552,Sit Troll A,Sit_Trollish_A.kfa,30,15,15,clamp,0,0,0,0,0,0,0,2196,3249,
1553,Sit Troll B,Sit_Trollish_B.kfa,14,15,15,loop,0,0,0,0,0,0,0,2197,3249,
1554,Sit Back A,Sit_1back_A.kfa,30,15,15,clamp,0,0,0,0,0,0,0,2196,3249,
1555,Sit Back B,Sit_1back_B.kfa,15,15,15,loop,0,0,0,0,0,0,0,2197,3249,
1556,Sit Knee A,Sit_1knee_A.kfa,30,15,15,clamp,0,0,0,0,0,0,0,2196,3249,
1557,Sit Knee B,Sit_1knee_B.kfa,15,15,15,loop,0,0,0,0,0,0,0,2197,3249,
1558, Emote Beg,Em_beg.kfa,61,15,15,clamp,0,1,0,0,0,0,0,1739,3249,
1559,Emote Induct,Em_Induct.kfa,50,15,15,clamp,0,1,0,0,0,0,0,1739,3249,
1560,Dismiss Emote,Em_Mercy.kfa,20,15,15,clamp,0,1,0,0,0,0,0,1739,3249,
1561,Horsie Swim,Hrs_swim.kfa,16,10,15,loop,0,0,0,0,0,0,0,,,
1562,Spell Boom,EM_spellboom.kfa,42,10,15,clamp,0,1,0,0,0,0,0,1739,3249,
1563,Old Man Idle,Iold_HM.kfa,30,4,15,loop,0,0,0,0,0,0,0,,,
1564,Old Woman Idle,Iold_HF.kfa,30,4,15,loop,0,0,0,0,0,0,0,,,
1565,Old Woman Walk,Wold_HF.kfa,18,10,15,loop,0,0,0,0,0,0,0,,,
1566,Old Man Walk,Wold_HM.kfa,18,10,15,loop,0,0,0,0,0,0,0,,,
1567,Barracuda attackH,barracuda_attackH.kfa,24,15,15,clamp,0,1,0,0,0,0,0,,,
1568,Barracuda cidle,barracuda_cidle.kfa,24,15,15,loop,0,1,0,0,0,0,0,,,
1569,Barracuda death,barracuda_death.kfa,20,15,15,clamp,0,1,0,0,0,0,0,,,
1570,Barracuda flinch,barracuda_flinch.kfa,24,15,15,clamp,0,1,0,0,0,0,0,,,
1571,Barracuda idle,barracuda_idle.kfa,30,10,15,loop,0,1,0,0,0,0,0,,,
1572,Barracuda run,barracuda_run.kfa,16,15,15,loop,0,1,0,0,0,0,0,,,
1573,Barracuda walk,barracuda_walk.kfa,20,15,15,loop,0,1,0,0,0,0,0,,,
1574,DredShark attack,DredShark_attack.kfa,24,15,15,clamp,0,1,0,0,0,0,0,,,
1575,DredShark cidle,DredShark_cidle.kfa,24,15,15,loop,0,1,0,0,0,0,0,,,
1576,DredShark death,DredShark_death.kfa,28,15,15,clamp,0,1,0,0,0,0,0,,,
1577,DredShark flinch,DredShark_flinch.kfa,24,15,15,clamp,0,1,0,0,0,0,0,,,
1578,DredShark idle,DredShark_idle.kfa,47,10,15,loop,0,1,0,0,0,0,0,,,
1579,DredShark run,DredShark_run.kfa,28,15,15,loop,0,1,0,0,0,0,0,,,
1580,DredShark walk,DredShark_walk.kfa,94,15,15,loop,0,1,0,0,0,0,0,,,
1581,Octopus attack,Octopus_attack.kfa,45,15,15,clamp,0,1,0,0,0,0,0,,,
1582,Octopus attackL,Octopus_attackL.kfa,50,15,15,clamp,0,1,0,0,0,0,0,,,
1583,Octopus cidle,Octopus_cidle.kfa,45,15,15,loop,0,1,0,0,0,0,0,,,
1584,Octopus death,Octopus_death.kfa,45,15,15,clamp,0,1,0,0,0,0,0,,,
1585,Octopus idle,Octopus_idle.kfa,90,15,15,loop,0,1,0,0,0,0,0,,,
1586,Octopus run,Octopus_run.kfa,35,15,15,loop,0,1,0,0,0,0,0,,,
1587,Octopus walk,Octopus_walk.kfa,45,15,15,loop,0,1,0,0,0,0,0,,,
1588,Shark cidle,Shark_cidle.kfa,24,15,15,loop,0,1,0,0,0,0,0,,,
1589,Shark death,Shark_death.kfa,28,15,15,clamp,0,1,0,0,0,0,0,,,
1590,Shark flinch,Shark_flinch.kfa,24,15,15,clamp,0,1,0,0,0,0,0,,,
1591,Shark idle,Shark_idle.kfa,47,15,15,loop,0,1,0,0,0,0,0,,,
1592,Shark walk,Shark_walk.kfa,47,15,15,loop,0,1,0,0,0,0,0,,,
1593,Shark attackL,Shark_attackH.kfa,60,15,15,clamp,0,1,0,0,0,0,0,,,
1594,Shark run,Shark_run.kfa,24,15,15,loop,0,1,0,0,0,0,0,,,
1595,Shark attackH,Shark_attackL.kfa,24,15,15,clamp,0,1,0,0,0,0,0,,,
1596, Hammerhead attackH,Shark_Hammerhead_attackH.kfa,60,15,15,clamp,0,1,0,0,0,0,0,,,
1597, Hammerhead attackl,Shark_Hammerhead_attackl.kfa,24,15,15,clamp,0,1,0,0,0,0,0,,,
1598, Hammerhead cidle,Shark_Hammerhead_cidle.kfa,24,15,15,loop,0,1,0,0,0,0,0,,,
1599, Hammerhead death,Shark_Hammerhead_death.kfa,28,15,15,clamp,0,1,0,0,0,0,0,,,
1600, Hammerhead flinch,Shark_Hammerhead_flinch.kfa,24,15,15,clamp,0,1,0,0,0,0,0,,,
1601, Hammerhead idle,Shark_Hammerhead_idle.kfa,47,15,15,loop,0,1,0,0,0,0,0,,,
1602, Hammerhead run,Shark_Hammerhead_run.kfa,47,15,15,loop,0,1,0,0,0,0,0,,,
1603, Hammerhead walk,Shark_Hammerhead_walk.kfa,47,15,15,loop,0,1,0,0,0,0,0,,,
1604,Octopus Flinch,Octopus_flinch.kfa,45,15,15,clamp,0,1,0,0,0,0,0,,,
1607,Swim - Dual Wield High,SWIM_A_H_1D_HIGH.kfa,17,15,15,clamp,0,1,0,0,0,0,0,,,
1608,Swim - Dual Wield Low,SWIM_A_H_1D_LOW.kfa,17,15,15,clamp,400,1,0,0,0,0,0,,,
1609,Swim - Dual Wield Med,SWIM_A_H_1D_MED.kfa,17,15,15,clamp,0,1,0,0,0,0,0,,,
1610,Swim - Left Hand High,SWIM_A_H_1L_HIGH.kfa,14,15,15,clamp,0,1,0,0,0,0,0,,,
1611,Swim - Left Hand Low,SWIM_A_H_1L_LOW.kfa,14,15,15,clamp,0,1,0,0,0,0,0,,,
1612,Swim - Left Hand Med,SWIM_A_H_1L_MED.kfa,14,15,15,clamp,0,1,0,0,0,0,0,,,
1613,Swim - Human Attack,SWIM_A_H_1S_HIGH.kfa,14,15,15,clamp,0,1,0,0,0,0,0,,,
1614,Swim - Human Attack,SWIM_A_H_1S_HIGH_D.kfa,17,12,15,clamp,0,1,0,0,0,0,0,,,
1615,,SWIM_A_H_1S_HIGH_R.kfa,,,,,0,1,0,0,0,0,0,,,
1616,Swim - Human Attack,SWIM_A_H_1S_LOW.kfa,14,15,15,clamp,0,1,0,0,0,0,0,,,
1617,Swim - Human Attack,SWIM_A_H_1S_MED.kfa,14,15,15,clamp,0,1,0,0,0,0,0,,,
1618,Swim - 1 handed thrust high,SWIM_A_H_1T_HIGH.kfa,14,15,15,clamp,0,1,0,0,0,0,0,,,
1619,Swim - left hand low,SWIM_A_H_1T_LOW.kfa,14,15,15,clamp,0,1,0,0,0,0,0,,,
1620,Swim - left hand med,SWIM_A_H_1T_MED.kfa,14,15,15,clamp,0,1,0,0,0,0,0,,,
1621,Swim - Human throwing a,SWIM_A_H_1TH_1.kfa,37,15,15,clamp,0,1,0,0,0,0,0,,,
1622,Swim - Human throwing b,SWIM_A_H_1TH_2.kfa,7,15,15,loop,0,1,0,0,0,0,0,,,
1623,Swim - Human throwing c,SWIM_A_H_1TH_3.kfa,13,15,15,clamp,0,1,0,0,0,0,0,,,
1624,Swim - Human Bow,SWIM_A_H_2B_1.kfa,38,15,15,clamp,0,1,0,0,0,0,0,,,
1625,Swim - Human Bow2,SWIM_A_H_2B_2.kfa,8,15,15,loop,0,1,0,0,0,0,0,,,
1626,Swim - Human Bow3,SWIM_A_H_2B_3.kfa,14,15,15,clamp,0,1,0,0,0,0,0,,,
1627,Swim - Human Crossbow,SWIM_A_H_2CB_1.kfa,37,15,15,clamp,0,1,0,0,0,0,0,,,
1628,Swim - Human Crossbow,SWIM_A_H_2CB_2.kfa,7,15,15,loop,0,1,0,0,0,0,0,,,
1629,Swim - Human Crossbow,SWIM_A_H_2CB_3.kfa,13,15,15,clamp,0,1,0,0,0,0,0,,,
1630,Swim - longbow 1,SWIM_A_H_2LB_1.kfa,37,15,15,clamp,0,1,0,0,0,0,0,,,
1631,Swim - longbow 2,SWIM_A_H_2LB_2.kfa,7,15,15,loop,0,1,0,0,0,0,0,,,
1632,Swim - longbow 3,SWIM_A_H_2LB_3.kfa,13,15,15,clamp,0,1,0,0,0,0,0,,,
1633,Swim - longbow 4,SWIM_A_H_2LB_4.kfa,30,15,15,clamp,0,1,0,0,0,0,0,,,
1634,Swim - longbow 5,SWIM_A_H_2LB_5.kfa,16,15,15,clamp,0,1,0,0,0,0,0,,,
1635,Swim - longbow 6,SWIM_A_H_2LB_6.kfa,23,15,15,loop,0,1,0,0,0,0,0,,,
1636,Swim - Hand to Hand Attack High,SWIM_A_H_H2H_High.kfa,13,15,15,clamp,0,1,0,0,0,0,0,,,
1637,Swim - Hand to Hand Attack Low,SWIM_A_H_H2H_low.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1638,Swim - Hand to Hand Attack Med,SWIM_A_H_H2H_Med.kfa,13,15,15,clamp,0,1,0,0,0,0,0,,,
1639,Swim - 2 handed high,SWIM_A_H_N2S_High.kfa,13,15,15,clamp,0,1,0,0,0,0,0,,,
1640,Swim - 2 handed low,SWIM_A_H_N2S_Low.kfa,13,15,15,clamp,0,1,0,0,0,0,0,,,
1641,Swim - 2 handed medium,SWIM_A_H_N2S_Med.kfa,13,15,15,clamp,0,1,0,0,0,0,0,,,
1642,Swim - Scythe Attack High,SWIM_A_H_Scythe_high.kfa,14,15,15,clamp,0,1,0,0,0,0,0,,,
1643,Swim - Scythe Attack Low,SWIM_A_H_Scythe_Low.kfa,12,15,15,clamp,0,1,0,0,0,0,0,,,
1644,Swim - Scythe Attack Med,SWIM_A_H_Scythe_med.kfa,14,15,15,clamp,0,1,0,0,0,0,0,,,
1645,Swim - polearm high,SWIM_A_H_W2S_High.kfa,17,15,15,clamp,0,1,0,0,0,0,0,,,
1646,Swim - polearm low,SWIM_A_H_W2S_LOW.kfa,19,15,15,clamp,0,1,0,0,0,0,0,,,
1647,Swim - polearm medium,SWIM_A_H_W2S_MED.kfa,9,15,15,clamp,333,1,0,0,0,0,0,,,
1648,Swim - Human Wide 2H Attack,SWIM_A_H_W2ST_HIGH.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1649,Swim - Human Wide 2H Attack,SWIM_A_H_W2ST_LOW.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1650,Swim - Human Wide 2H Attack,SWIM_A_H_W2ST_MED.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1651,Swim - Block High,SWIM_B_H_1H_HIGH.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1652,Swim - Block Low,SWIM_B_H_1H_Low.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1653,Swim - Human Flinch,SWIM_CF_H_1S_MED.kfa,12,15,15,clamp,0,1,0,0,0,0,0,,,
1654,Swim - Combat Idle Dual Wield,SWIM_CI_H_1DS.kfa,0,0,0,0,0,1,0,0,0,0,0,,,
1655,Swim - Human Combat Idle,SWIM_CI_H_1S.kfa,30,15,15,loop,0,1,0,0,0,0,0,,,
1656,Swim - Human Spear combat idle,SWIM_CI_H_1SP.kfa,30,15,15,loop,0,1,0,0,0,0,0,,,
1657,Swim - Human Idle1,SWIM_CI_H_2B.kfa,15,15,15,loop,733,1,0,0,0,0,0,,,
1658,Swim - Human Crossbow,SWIM_CI_H_2CB.kfa,16,15,15,loop,0,1,0,0,0,0,0,,,
1659,Swim - Hand to Hand Combat Idle,SWIM_CI_H_H2H.kfa,15,15,15,loop,0,1,0,0,0,0,0,,,
1660,Swim - Human Idle1,SWIM_CI_H_N2S.kfa,30,15,15,loop,0,1,0,0,0,0,0,,,
1661,Swim - Scythe Combat Idle,SWIM_CI_H_Scythe.kfa,18,15,15,loop,0,1,0,0,0,0,0,,,
1662,Swim - Human Idle1,SWIM_CI_H_W2S.kfa,18,15,15,loop,0,1,0,0,0,0,0,,,
1663,Swim - Human Combat Idle Staff,SWIM_CI_H_W2ST.kfa,15,15,15,loop,0,1,0,0,0,0,0,,,
1664,Swim - Dwarf Male 2H combat idle,SWIM_CI_HD_N2S.kfa,30,15,15,loop,0,1,0,0,0,0,0,,,
1665,Swim - female 2h combat idle,SWIM_CI_HF_N2S.kfa,18,15,15,loop,0,1,0,0,0,0,0,,,
1666,Swim - female polearm combat idle,SWIM_CI_HF_W2S.kfa,30,15,15,loop,0,1,0,0,0,0,0,,,
1667,Swim - Troll 2h combat idle,SWIM_CI_T_N2S.kfa,30,15,15,loop,0,1,0,0,0,0,0,,,
1668,,SWIM_CI_T_W2S.kfa,0,0,0,loop,0,1,0,0,0,0,0,,,
1669,Swim - Human Male Death,SWIM_D_HM.kfa,34,15,15,clamp,0,1,0,0,0,0,0,,,
1670,Swim - Evade 1H,SWIM_E_H_1H.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1671,Swim - Evade 2h,SWIM_E_H_N2S.kfa,16,15,15,clamp,333,1,0,0,0,0,0,,,
1672,Swim - Evade Pole,SWIM_E_H_W2S.kfa,27,15,15,clamp,333,1,0,0,0,0,0,,,
1673,,SWIM_E_H_W2ST.kfa,0,0,0,loop,0,1,0,0,0,0,0,,,
1674,Swim - Parry Dual High,SWIM_P_H_1D_HIGH.kfa,13,15,15,clamp,266,1,0,0,0,0,0,,,
1675,Swim - Parry Dual Low,SWIM_P_H_1D_LOW.kfa,13,15,15,clamp,400,1,0,0,0,0,0,,,
1676,Swim - Parry 1H High,SWIM_P_H_1H_HIGH.kfa,13,15,15,clamp,400,1,0,0,0,0,0,,,
1677,Swim - Parry 1H Low,SWIM_P_H_1H_LOW.kfa,13,15,15,clamp,400,1,0,0,0,0,0,,,
1678,Swim - Parry 2h high,SWIM_P_H_N2S_HIGH.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1679,Swim - Parry 2h low,SWIM_P_H_N2S_LOW.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1680,Swim - Parry Pole high,SWIM_P_H_W2S_HIGH.kfa,15,15,15,clamp,333,1,0,0,0,0,0,,,
1681,Swim - Parry Pole Low,SWIM_P_H_W2S_LOW.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1682,Swim - Parry Staff high,SWIM_P_H_W2ST_HIGH.kfa,16,15,15,clamp,0,1,0,0,0,0,0,,,
1683,Cetus attackH.kfa,Cetus_attackH.kfa,50,15,15,clamp,0,2,0,0,0,0,0,,,
1684,Cetus cidle.kfa,Cetus_cidle.kfa,50,15,15,loop,0,2,0,0,0,0,0,,,
1685,Cetus death.kfa,Cetus_death.kfa,90,15,15,clamp,0,2,0,0,0,0,0,,,
1686,Cetus flinch.kfa,Cetus_flinch.kfa,50,15,15,clamp,0,2,0,0,0,0,0,,,
1687,Cetus idle.kfa,Cetus_idle.kfa,50,15,15,loop,0,2,0,0,0,0,0,,,
1688,Cetus run.kfa,Cetus_run.kfa,35,15,15,loop,0,2,0,0,0,0,0,,,
1689,Cetus walk.kfa,Cetus_walk.kfa,50,15,15,loop,0,2,0,0,0,0,0,,,
1690,SWIM A H 1C CS01 01,SWIM_A_H_1C_CS01_01.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1691,SWIM A H 1C CS01 02,SWIM_A_H_1C_CS01_02.kfa,23,15,15,clamp,0,1,0,0,0,0,0,,,
1692,SWIM A H 1C CS01 03,SWIM_A_H_1C_CS01_03.kfa,24,15,15,clamp,0,1,0,0,0,0,0,,,
1693,SWIM A H 1C CS01 04,SWIM_A_H_1C_CS01_04.kfa,23,15,15,clamp,0,1,0,0,0,0,0,,,
1694,SWIM A H 1C CS01 05,SWIM_A_H_1C_CS01_05.kfa,17,15,15,clamp,0,1,0,0,0,0,0,,,
1695,SWIM A H 1FW CS01,SWIM_A_H_1FW_CS01.kfa,30,15,15,clamp,0,1,0,0,0,0,0,,,
1696,SWIM A H 1FW CS03,SWIM_A_H_1FW_CS03.kfa,17,15,15,clamp,0,1,0,0,0,0,0,,,
1697,SWIM A H 1FW CS04,SWIM_A_H_1FW_CS04.kfa,22,15,15,clamp,0,1,0,0,0,0,0,,,
1698,SWIM A H 1FW CS06,SWIM_A_H_1FW_CS06.kfa,16,15,15,clamp,0,1,0,0,0,0,0,,,
1699,SWIM A H 1FW CS07,SWIM_A_H_1FW_CS07.kfa,23,15,15,clamp,0,1,0,0,0,0,0,,,
1700,SWIM A H 1h CB001,SWIM_A_H_1h_CB001.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1701,SWIM A H 1h CB002,SWIM_A_H_1h_CB002.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1702,SWIM A H 1S CS01 01,SWIM_A_H_1S_CS01_01.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1703,SWIM A H 1S CS01 02,SWIM_A_H_1S_CS01_02.kfa,14,15,15,clamp,0,1,0,0,0,0,0,,,
1704,SWIM A H 1S CS01 03,SWIM_A_H_1S_CS01_03.kfa,22,15,15,clamp,400,1,0,0,0,0,0,,,
1705,SWIM A H 1S CS01 04,SWIM_A_H_1S_CS01_04.kfa,16,15,15,clamp,0,1,0,0,0,0,0,,,
1706,SWIM A H 1S CS01 05,SWIM_A_H_1S_CS01_05.kfa,16,15,15,clamp,0,1,0,0,0,0,0,,,
1707,SWIM A H 1S CS01 06,SWIM_A_H_1S_CS01_06.kfa,16,15,15,clamp,250,1,0,0,0,0,0,,,
1708,SWIM A H 1S DTHROW,SWIM_A_H_1S_DTHROW.kfa,12,10,15,clamp,0,1,0,0,0,0,0,,,
1709,SWIM A H 1S FRENZY,SWIM_A_H_1S_FRENZY.kfa,20,10,15,clamp,600,1,0,0,0,0,0,,,
1710,SWIM A H 1SHLD CS01 01,SWIM_A_H_1SHLD_CS01_01.kfa,15,15,15,clamp,0,1,0,0,0,0,0,,,
1711,SWIM A H 1T CS01 01,SWIM_A_H_1T_CS01_01.kfa,26,15,15,clamp,0,1,0,0,0,0,0,,,
1712,SWIM A H 1T CS01 02,SWIM_A_H_1T_CS01_02.kfa,23,15,15,clamp,0,1,0,0,0,0,0,,,
