2500 Limit,,NIF,,Expansion,[0] Flex,[1] Flex,[2] Flex,[3] Flex,[4] Flex,[5] Flex,[6] Flex,[7] Flex,[8] Flex,[9] Flex,Back,Housing,Frontiers,New,Cata Morph,Cata Morph,Cata Morph,Cata Morph,Cata,Cata %,Helm
1031,trophy Chimera,int_wall_trophy_Chimera,0,0,,,,,,,,,,,,1,,,,,,,,,
1032,trophy medusa,int_wall_trophy_medusa,0,0,,,,,,,,,,,,1,,,,,,,,,
1033,trophy phoenix,int_floor_trophy_phoenix,0,0,,,,,,,,,,,,1,,,,,,,,,
1034,trophy runihura,int_wall_trophy_runihura,0,0,,,,,,,,,,,,1,,,,,,,,,
1035,VFX_helmet_NULL,VFX_helmet_NULL,0,4,,,,,,,,,,,,,,,,,,,1,,
1036,VFX_helmet_NULL-AvaM,VFX_helmet_NULL-AvaM,0,4,,,,,,,,,,,,,,,,,,,1,,
1037,VFX_helmet_NULL-avAf,VFX_helmet_NULL-avAf,0,4,,,,,,,,,,,,,,,,,,,1,,
1038,VFX_helmet_NULL-BriM,VFX_helmet_NULL-BriM,0,4,,,,,,,,,,,,,,,,,,,1,,
1039,VFX_helmet_NULL-BriF,VFX_helmet_NULL-BriF,0,4,,,,,,,,,,,,,,,,,,,1,,
1040,VFX_helmet_NULL-TrollM,VFX_helmet_NULL-TrollM,0,4,,,,,,,,,,,,,,,,,,,1,,120
1041,VFX_helmet_NULL-TrollF,VFX_helmet_NULL-TrollF,0,4,,,,,,,,,,,,,,,,,,,1,,120
1042,VFX_helmet_NULL-DwarfM,VFX_helmet_NULL-DwarfM,0,4,,,,,,,,,,,,,,,,,,,1,,135
1043,VFX_helmet_NULL-DwarfF,VFX_helmet_NULL-DwarfF,0,4,,,,,,,,,,,,,,,,,,,1,,135
1044,VFX_helmet_NULL-SaraM,VFX_helmet_NULL-SaraM,0,4,,,,,,,,,,,,,,,,,,,1,,
1045,VFX_helmet_NULL-SaraF,VFX_helmet_NULL-SaraF,0,4,,,,,,,,,,,,,,,,,,,1,,
1046,VFX_helmet_NULL-highM,VFX_helmet_NULL-highM,0,4,,,,,,,,,,,,,,,,,,,1,,
1047,VFX_helmet_NULL-HighF,VFX_helmet_NULL-HighF,0,4,,,,,,,,,,,,,,,,,,,1,,
1048,VFX_helmet_NULL-IncM,VFX_helmet_NULL-IncM,0,4,,,,,,,,,,,,,,,,,,,1,,125
1049,VFX_helmet_NULL-IncF,VFX_helmet_NULL-IncF,0,4,,,,,,,,,,,,,,,,,,,1,,125
1050,VFX_helmet_NULL-HalfM,VFX_helmet_NULL-HalfM,0,4,,,,,,,,,,,,,,,,,,,1,,105
1051,int_floor_trophy_cyclops,int_floor_trophy_cyclops,0,1,,,,,,,,,,,,1,,,,,,,,,
1052,int_floor_trophy_Octopus,int_floor_trophy_Octopus,0,1,,,,,,,,,,,,1,,,,,,,,,
1053,int_floor_trophy_samut,int_floor_trophy_samut,0,1,,,,,,,,,,,,1,,,,,,,,,
1054,int_floor_trophy_scarab,int_floor_trophy_scarab,0,1,,,,,,,,,,,,1,,,,,,,,,
1055,int_floor_trophy_stygian_lion,int_floor_trophy_stygian_lion,0,1,,,,,,,,,,,,1,,,,,,,,,
1056,int_wall_trophy_Gorgon,int_wall_trophy_Gorgon,0,1,,,,,,,,,,,,1,,,,,,,,,
1057,int_wall_trophy_iaculi,int_wall_trophy_iaculi,0,1,,,,,,,,,,,,1,,,,,,,,,
1058,int_wall_trophy_Minotaur_lt,int_wall_trophy_Minotaur_lt,0,1,,,,,,,,,,,,1,,,,,,,,,
1059,int_wall_trophy_Nereid_lt,int_wall_trophy_Nereid_lt,0,1,,,,,,,,,,,,1,,,,,,,,,
1060,int_wall_trophy_qebeh,int_wall_trophy_qebeh,0,1,,,,,,,,,,,,1,,,,,,,,,
1061,int_wall_trophy_stingray,int_wall_trophy_stingray,0,1,,,,,,,,,,,,1,,,,,,,,,
1062,int_wall_trophy_triton_lt,int_wall_trophy_triton_lt,0,1,,,,,,,,,,,,1,,,,,,,,,
1063,int_wall_trophy_Uraeus,int_wall_trophy_Uraeus,0,1,,,,,,,,,,,,1,,,,,,,,,
1064,Wardnode,wardnode,0,1,,,,,,,,,,,,,,,,,,,,,
1065,Shark Trophy,int_wall_trophy_shark,0,1,,,,,,,,,,,,1,,,,,,,,,
1066,VFX_helmet_NULL-HalfF,VFX_helmet_NULL-HalfF,0,4,,,,,,,,,,,,,,,,,,,1,,105
1067,runenode,runenode,0,1,,,,,,,,,,,,,,,,,,,1,,
1068,unused,unused,,,,,,,,,,,,,,,,,,,,,,,
1069,Mounted Ballista,siege_ball_mount_F,0,1,,,,,,,,,,,,,,,,,,,,,
1070,Ranged Ballista,siege_ball_ranged_F,0,1,,,,,,,,,,,,,,,,,,,,,
1071,Mounted Catapult,siege_cat_mount,0,1,,,,,,,,,,,,,,,,,,,,,
1072,Ranged Catapult,siege_cat_ranged,0,1,,,,,,,,,,,,,,,,,,,,,
1073,Ranged Trebuchet,siege_TREB_ranged,0,1,,,,,,,,,,,,,,,,,,,,,
1074,Light siege ram,siege_ram_light,0,1,,,,,,,,,,,,,,,,,,,,,
1075,Medium Siege Ram,siege_ram_medium,0,1,,,,,,,,,,,,,,,,,,,,,
1076,Heavy Siege Ram,siege_ram_heavy,0,1,,,,,,,,,,,,,,,,,,,,,
1077,Frontiers Portal Stone,Portal_Stone_F,0,1,,,,,,,,,,,,,,,,,,,,,
1078,Frontiers Scorpion,siege_scor_F,0,1,,,,,,,,,,,,,,,,,,,,,
1079,Frontiers Mini Ram,siege_ram_mini_F,0,1,,,,,,,,,,,,,,,,,,,,,
1080,Frontiers Mounted Treb,siege_TREB_mount,0,1,,,,,,,,,,,,,,,,,,,,,
1081,Boiling Oil,siege_boiling-pot_F,0,1,,,,,,,,,,,,,,,,,,,,,
1082,Badger Trophy,int_floor_trophy_badger_afanc,0,1,,,,,,,,,,,,1,,,,,,,,,
1083,Glacier Trophy,int_floor_trophy_Glacier_giant,0,1,,,,,,,,,,,,1,,,,,,,,,
1084,Glimmer Trophy,int_floor_trophy_Glimmer,0,1,,,,,,,,,,,,1,,,,,,,,,
1085,Abdin Trophy,int_wall_trophy_Abdin,0,1,,,,,,,,,,,,1,,,,,,,,,
1086,BaAlorien Trophy,int_wall_trophy_BaAlorien,0,1,,,,,,,,,,,,1,,,,,,,,,
1087,Evern Trophy,int_wall_trophy_Evern,0,1,,,,,,,,,,,,1,,,,,,,,,
1088,Green Knight  Trophy,int_wall_trophy_Green_knight,0,1,,,,,,,,,,,,1,,,,,,,,,
1089,Orey Eyed Trophy,int_wall_trophy_Orey-Eyed,0,1,,,,,,,,,,,,1,,,,,,,,,
1090,Stanga Trophy,int_wall_trophy_stanga,0,1,,,,,,,,,,,,1,,,,,,,,,
1091,Ulor Trophy,int_wall_trophy_Ulor_se_Bysen,0,1,,,,,,,,,,,,1,,,,,,,,,
1092,Werewolf Trophy,int_wall_trophy_werewolf,0,1,,,,,,,,,,,,1,,,,,,,,,
1093,Kobold Teleporter,koboldteleportersmall,0,4,,,,,,,,,,,,,,,,,,,,,
1094,Ranged Scorpion,siege_scor_F_ranged,0,1,,,,,,,,,,,,,,,,,,,,,
1095,Med boat,Boat_Med_F,0,1,,,,,,,,,,,,,1,,,,,,,,
1096,Large Boat,Boat_large_F,0,1,,,,,,,,,,,,,1,,,,,,,,
1097,Small boat,Boat_small_F,0,1,,,,,,,,,,,,,1,,,,,,,,
1098,Horse Boat,Boat_horse_F,0,1,,,,,,,,,,,,,1,,,,,,,,
1099,Mine Cart,k_minecart,0,3,,,,,,,,,,,,,,,,,,,,,
1100,Relic Pad,relic_pad,0,1,,,,,,,,,,,,,,,,,,,,,
1101,Big Evil Tent,k_eviltentbig,0,3,,,,,,,,,,,,,,,,,,,,,
1102,Small Evil Tent,k_eviltentsm,0,3,,,,,,,,,,,,,,,,,,,,,
1103,Grave Tomb Plain,I_gravetomb_plain,0,3,,,,,,,,,,,,,,,,,,,,,
1104,Crypt Capped,I_crypt_capped,0,3,,,,,,,,,,,,,,,,,,,,,
1105,Crypt Coffin,I_crypt_coffin,0,3,,,,,,,,,,,,,,,,,,,,,
1106,Crypt Curved,I_crypt_curved,0,3,,,,,,,,,,,,,,,,,,,,,
1107,Crypt Flat,I_crypt_flat,0,3,,,,,,,,,,,,,,,,,,,,,
1108,Crypt Pointed,I_crypt_pointed,0,3,,,,,,,,,,,,,,,,,,,,,
1109,Grave Column,I_gravecolumn_Urn,0,3,,,,,,,,,,,,,,,,,,,,,
1110,Grave Mausoleum,I_gravemausoleum,0,3,,,,,,,,,,,,,,,,,,,,,
1111,Grave Tomb Carved,I_gravetomb_carved,0,3,,,,,,,,,,,,,,,,,,,,,
1112,Gold Pickax,int_floor_trophy_goldpickax,0,1,,,,,,,,,,,,1,,,,,,,,,
1113,Mid Helm01 dwa F,midHelm01_dwa_F,0,4,,,,,,,,,,,,,,1,,,,,2,,
1114,Mid Helm01 dwa m,midHelm01_dwa_m,0,4,,,,,,,,,,,,,,1,,,,,2,,108
1115,Mid Helm01 fro f,midHelm01_fro_f,0,4,,,,,,,,,,,,,,1,,,,,2,,
1116,Mid Helm01 fro M,midHelm01_fro_M,0,4,,,,,,,,,,,,,,1,,,,,2,,103
1117,Mid Helm01 kob F,midHelm01_kob_F,0,4,,,,,,,,,,,,,,1,,,,,2,,102
1118,Mid Helm01 kob m,midHelm01_kob_m,0,4,,,,,,,,,,,,,,1,,,,,2,,98
1119,Mid Helm01 nor f,midHelm01_nor_f,0,4,,,,,,,,,,,,,,1,,,,,2,,106
1120,Mid Helm01 nor M,midHelm01_nor_M,0,4,,,,,,,,,,,,,,1,,,,,2,,
1121,Mid Helm01 Tro f,midHelm01_Tro_f,0,4,,,,,,,,,,,,,,1,,,,,2,,
1122,Mid Helm01 Tro m,midHelm01_Tro_m,0,4,,,,,,,,,,,,,,1,,,,,2,,97
1123,Mid Helm01 Val f,midHelm01_Val_f,0,4,,,,,,,,,,,,,,1,,,,,2,,
1124,Mid Helm01 Val m,midHelm01_Val_m,0,4,,,,,,,,,,,,,,1,,,,,2,,98
1125,Mid Helm02 dwa f,midHelm02_dwa_f,0,4,,,,,,,,,,,,,,1,,,,,3,,102
1126,Mid Helm02 dwa m,midHelm02_dwa_m,0,4,,,,,,,,,,,,,,1,,,,1,3,,
1127,Mid Helm02 fro f,midHelm02_fro_f,0,4,,,,,,,,,,,,,,1,,,,,3,,
1128,Mid Helm02 fro M,midHelm02_fro_M,0,4,,,,,,,,,,,,,,1,85,,,,3,,102
1129,Mid Helm02 kob F,midHelm02_kob_F,0,4,,,,,,,,,,,,,,1,,,,1,3,,105
1130,Mid Helm02 kob m,midHelm02_kob_m,0,4,,,,,,,,,,,,,,1,,,,1,3,,101
1131,Mid Helm02 nor f,midHelm02_nor_f,0,4,,,,,,,,,,,,,,1,,,,,3,,
1132,Mid Helm02 nor M,midHelm02_nor_M,0,4,,,,,,,,,,,,,,1,,,,,3,,
1133,Mid Helm02 Tro f,midHelm02_Tro_f,0,4,,,,,,,,,,,,,,1,,,,1,3,,
1134,Mid Helm02 Tro m,midHelm02_Tro_m,0,4,,,,,,,,,,,,,,1,,,,1,3,,
1135,Mid Helm02 Val f,midHelm02_Val_f,0,4,,,,,,,,,,,,,,1,,,,,3,,104
1136,Mid Helm02 Val m,midHelm02_Val_m,0,4,,,,,,,,,,,,,,1,40,,,,3,,105
1137,Mid Helm03 dwa f,midHelm03_dwa_f,0,4,,,,,,,,,,,,,,1,,,,,3,,102
1138,Mid Helm03 dwa m,midHelm03_dwa_m,0,4,,,,,,,,,,,,,,1,,,,1,3,,
1139,Mid Helm03 Fro f,midHelm03_Fro_f,0,4,,,,,,,,,,,,,,1,,,,,3,,103
1140,Mid Helm03 Fro M,midHelm03_Fro_M,0,4,,,,,,,,,,,,,,1,,,,,3,,
1141,Mid Helm03 kob F,midHelm03_kob_F,0,4,,,,,,,,,,,,,,1,,,,1,3,,102
1142,Mid Helm03 kob m,midHelm03_kob_m,0,4,,,,,,,,,,,,,,1,,,,1,3,,101
1143,Mid Helm03 nor f,midHelm03_nor_f,0,4,,,,,,,,,,,,,,1,,,,,3,,102
1144,Mid Helm03 nor M,midHelm03_nor_M,0,4,,,,,,,,,,,,,,1,,,,,3,,
1145,Mid Helm03 tro f,midHelm03_tro_f,0,4,,,,,,,,,,,,,,1,,,,1,3,,
1146,Mid Helm03 Tro m,midHelm03_Tro_m,0,4,,,,,,,,,,,,,,1,,,,1,3,,
1147,Mid Helm03 Val f,midHelm03_Val_f,0,4,,,,,,,,,,,,,,1,,,,,3,,
1148,Mid Helm03 Val m,midHelm03_Val_m,0,4,,,,,,,,,,,,,,1,,,,,3,,
1149,Mid Helm04 dwa f,midHelm04_dwa_f,0,4,,,,,,,,,,,,,,1,,,,,3,,
1150,Mid Helm04 dwa m,midHelm04_dwa_m,0,4,,,,,,,,,,,,,,1,,,,1,3,,
1151,Mid Helm04 Fro f,midHelm04_Fro_f,0,4,,,,,,,,,,,,,,1,,,,,3,,
1152,Mid Helm04 Fro M,midHelm04_Fro_M,0,4,,,,,,,,,,,,,,1,,,,,3,,
1153,Mid Helm04 kob F,midHelm04_kob_F,0,4,,,,,,,,,,,,,,1,,,,1,3,,104
1154,Mid Helm04 kob m,midHelm04_kob_m,0,4,,,,,,,,,,,,,,1,,,,1,3,,
1155,Mid Helm04 nor f,midHelm04_nor_f,0,4,,,,,,,,,,,,,,1,,,,,3,,102
1156,Mid Helm04 nor M,midHelm04_nor_M,0,4,,,,,,,,,,,,,,1,,,,,3,,102
1157,Mid Helm04 tro f,midHelm04_tro_f,0,4,,,,,,,,,,,,,,1,,,,1,3,,
1158,Mid Helm04 Tro m,midHelm04_Tro_m,0,4,,,,,,,,,,,,,,1,,,,1,3,,
1159,Mid Helm04 Val f,midHelm04_Val_f,0,4,,,,,,,,,,,,,,1,,,,,3,,
1160,Mid Helm04 Val m,midHelm04_Val_m,0,4,,,,,,,,,,,,,,1,,,,,3,,
1161,toaHelm01 dwa F,toaHelm01_dwa_F,0,4,,,,,,,,,,,,,,1,,,,,2,,106
1162,toaHelm01 dwa m,toaHelm01_dwa_m,0,4,,,,,,,,,,,,,,1,,,,,2,,
1163,toaHelm01 fro f,toaHelm01_fro_f,0,4,,,,,,,,,,,,,,1,,,,,2,,
1164,toaHelm01 fro M,toaHelm01_fro_M,0,4,,,,,,,,,,,,,,1,,,,,2,,102
1165,toaHelm01 kob f,toaHelm01_kob_f,0,4,,,,,,,,,,,,,,1,,,,1,2,,
1166,toaHelm01 kob m,toaHelm01_kob_m,0,4,,,,,,,,,,,,,,1,,,,1,2,,
1167,toaHelm01 tro F,toaHelm01_tro_F,0,4,,,,,,,,,,,,,,1,,,,1,2,,
1168,toaHelm01 tro m,toaHelm01_tro_m,0,4,,,,,,,,,,,,,,1,,,,1,2,,
1169,toaHelm01 val F,toaHelm01_val_F,0,4,,,,,,,,,,,,,,1,,,,,2,,
1170,toaHelm01 val m,toaHelm01_val_m,0,4,,,,,,,,,,,,,,1,,,,,2,,
1171,toaHelm02 dwa F,toaHelm02_dwa_F,0,4,,,,,,,,,,,,,,1,,,,,2,,105
1172,toaHelm02 dwa m,toaHelm02_dwa_m,0,4,,,,,,,,,,,,,,1,,,,1,2,,
1173,toaHelm02 fro f,toaHelm02_fro_f,0,4,,,,,,,,,,,,,,1,,,,,2,,
1174,toaHelm02 fro M,toaHelm02_fro_M,0,4,,,,,,,,,,,,,,1,,,,,2,,103
1175,toaHelm02 kob f,toaHelm02_kob_f,0,4,,,,,,,,,,,,,,1,,,,1,2,,
1176,toaHelm02 kob m,toaHelm02_kob_m,0,4,,,,,,,,,,,,,,1,,,,1,2,,106
1177,toaHelm02 tro F,toaHelm02_tro_F,0,4,,,,,,,,,,,,,,1,,,,1,2,,
1178,toaHelm02 tro m,toaHelm02_tro_m,0,4,,,,,,,,,,,,,,1,,,,1,2,,
1179,toaHelm02 val F,toaHelm02_val_F,0,4,,,,,,,,,,,,,,1,,,,,2,,
1180,toaHelm02 val m,toaHelm02_val_m,0,4,,,,,,,,,,,,,,1,,,,,2,,
1181,toaHelm03 dwa F,toaHelm03_dwa_F,0,4,,,,,,,,,,,,,,1,,,,,2,,104
1182,toaHelm03 dwa m,toaHelm03_dwa_m,0,4,,,,,,,,,,,,,,1,,,,1,2,,
1183,toaHelm03 fro f,toaHelm03_fro_f,0,4,,,,,,,,,,,,,,1,,,,,2,,103
1184,toaHelm03 fro M,toaHelm03_fro_M,0,4,,,,,,,,,,,,,,1,,,,,2,,102
1185,toaHelm03 kob f,toaHelm03_kob_f,0,4,,,,,,,,,,,,,,1,,,,1,2,,
1186,toaHelm03 kob m,toaHelm03_kob_m,0,4,,,,,,,,,,,,,,1,,,,1,2,,
1187,toaHelm03 tro F,toaHelm03_tro_F,0,4,,,,,,,,,,,,,,1,,,,1,2,,
1188,toaHelm03 tro m,toaHelm03_tro_m,0,4,,,,,,,,,,,,,,1,,,,1,2,,
1189,toaHelm03 val F,toaHelm03_val_F,0,4,,,,,,,,,,,,,,1,,,,,2,,
1190,toaHelm03 val m,toaHelm03_val_m,0,4,,,,,,,,,,,,,,1,,,,,2,,
1191,toaHelm03_sar_m,toaHelm03_sar_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1192,toaHelm02_sar_m,toaHelm02_sar_m,0,4,,,,,,,,,,,,,,,,,,,2,,102
1193,toaHelm01_sar_m,toaHelm01_sar_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1194,toaHelm03_sar_f,toaHelm03_sar_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1195,toaHelm02_sar_f,toaHelm02_sar_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1196,toaHelm01_sar_f,toaHelm01_sar_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1197,toaHelm03_Inc_m,toaHelm03_Inc_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1198,toaHelm02_Inc_m,toaHelm02_Inc_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1199,toaHelm01_inc_m,toaHelm01_inc_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1200,toaHelm03_Inc_f,toaHelm03_Inc_f,0,4,,,,,,,,,,,,,,,,,,,2,,103
1201,toaHelm02_Inc_f,toaHelm02_Inc_f,0,4,,,,,,,,,,,,,,,,,,,2,,103
1202,toaHelm01_inc_f,toaHelm01_inc_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1203,toaHelm03_hig_m,toaHelm03_hig_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1204,toaHelm02_hig_m,toaHelm02_hig_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1205,toaHelm01_hig_m,toaHelm01_hig_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1206,toaHelm03_hig_f,toaHelm03_hig_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1207,toaHelm01_hig_f,toaHelm01_hig_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1208,toaHelm02_hig_f,toaHelm02_hig_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1209,ext_15year,ext_15year,0,0,,,,,,,,,,,,1,,,,,,,,,
1210,toaHelm03_bri_f,toaHelm03_bri_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1211,toaHelm02_bri_f,toaHelm02_bri_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1212,toaHelm01_bri_f,toaHelm01_bri_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1213,toaHelm03_hal_F,toaHelm03_hal_F,0,4,,,,,,,,,,,,,,,,,,,2,,
1214,toaHelm02_hal_F,toaHelm02_hal_F,0,4,,,,,,,,,,,,,,,,,,,2,,
1215,toaHelm01_hal_F,toaHelm01_hal_F,0,4,,,,,,,,,,,,,,,,,,,2,,103
1216,toaHelm03_bri_m,toaHelm03_bri_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1217,toaHelm02_bri_m,toaHelm02_bri_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1218,toaHelm01_bri_m,toaHelm01_bri_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1219,albHelm04_sar_m,albHelm04_sar_m,0,4,,,,,,,,,,,,,,,,,,,3,,
1220,albHelm03_sar_m,albHelm03_sar_m,0,4,,,,,,,,,,,,,,,,,,,3,,
1221,albHelm02_sar_m,albHelm02_sar_m,0,4,,,,,,,,,,,,,,,,,,,3,,103
1222,albHelm01_sar_m,albHelm01_sar_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1223,albHelm04_Sar_f,albHelm04_Sar_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1224,albHelm02_sar_f,albHelm02_sar_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1225,albHelm03_sar_f,albHelm03_sar_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1226,albHelm01_sar_f,albHelm01_sar_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1227,albHelm04_Inc_m,albHelm04_Inc_m,0,4,,,,,,,,,,,,,,,,,,,3,,
1228,albHelm02_Inc_m,albHelm02_Inc_m,0,4,,,,,,,,,,,,,,,,,,,3,,
1229,albHelm03_Inc_m,albHelm03_Inc_m,0,4,,,,,,,,,,,,,,,1,,1,1,3,,111
1230,albHelm01_Inc_m,albHelm01_Inc_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1231,albHelm04_Inc_f,albHelm04_Inc_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1232,albHelm02_Inc_f,albHelm02_Inc_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1233,albHelm03_Inc_f,albHelm03_Inc_f,0,4,,,,,,,,,,,,,,,,,1,1,3,,
1234,albHelm01_Inc_f,albHelm01_Inc_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1235,albHelm04_hig_m,albHelm04_hig_m,0,4,,,,,,,,,,,,,,,,,,,3,,
1236,albHelm02_hig_M,albHelm02_hig_M,0,4,,,,,,,,,,,,,,,,,,,3,,103
1237,albHelm03_hig_M,albHelm03_hig_M,0,4,,,,,,,,,,,,,,,,,,,3,,
1238,albHelm01_hig_m,albHelm01_hig_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1239,albHelm04_bri_m,albHelm04_bri_m,0,4,,,,,,,,,,,,,,,,,,,3,,
1240,albHelm02_Bri_m,albHelm02_Bri_m,0,4,,,,,,,,,,,,,,,,,,,3,,104
1241,albHelm03_Bri_m,albHelm03_Bri_m,0,4,,,,,,,,,,,,,,,,,,,3,,104
1242,albHelm01_Bri_m,albHelm01_Bri_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1243,albHelm04_brit_f,albHelm04_brit_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1244,albHelm02_brit_f,albHelm02_brit_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1245,albHelm03_brit_f,albHelm03_brit_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1246,albHelm01_brit_f,albHelm01_brit_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1247,toaHelm03_hal_m,toaHelm03_hal_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1248,toaHelm02_hal_m,toaHelm02_hal_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1249,toaHelm01_hal_m,toaHelm01_hal_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1250,toaHelm03_ava_m,toaHelm03_ava_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1251,toaHelm02_ava_m,toaHelm02_ava_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1252,toaHelm01_ava_m,toaHelm01_ava_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1253,toaHelm03_ava_F,toaHelm03_ava_F,0,4,,,,,,,,,,,,,,,,,,,2,,
1254,toaHelm02_ava_F,toaHelm02_ava_F,0,4,,,,,,,,,,,,,,,,,,,2,,
1255,toaHelm01_ava_F,toaHelm01_ava_F,0,4,,,,,,,,,,,,,,,,,,,2,,
1256,albhelm04_hig_f,albhelm04_hig_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1257,albhelm02_hig_f,albhelm02_hig_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1258,albhelm03_hig_f,albhelm03_hig_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1259,albhelm01_hig_f,albhelm01_hig_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1260,albhelm04_hal_m,albhelm04_hal_m,0,4,,,,,,,,,,,,,,,,,,,3,,
1261,albhelm02_hal_m,albhelm02_hal_m,0,4,,,,,,,,,,,,,,,,,,,3,,103
1262,albhelm03_hal_m,albhelm03_hal_m,0,4,,,,,,,,,,,,,,,1,,,,3,,
1263,albhelm01_hal_m,albhelm01_hal_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1264,albhelm04_ava_m,albhelm04_ava_m,0,4,,,,,,,,,,,,,,,,,,,3,,
1265,albhelm02_ava_m,albhelm02_ava_m,0,4,,,,,,,,,,,,,,,,,,,3,,
1266,albhelm03_ava_m,albhelm03_ava_m,0,4,,,,,,,,,,,,,,,,,,,3,,
1267,albhelm01_ava_m,albhelm01_ava_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1268,albhelm04_ava_f,albhelm04_ava_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1269,albhelm02_ava_f,albhelm02_ava_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1270,albhelm03_ava_f,albhelm03_ava_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1271,albhelm01_ava_f,albhelm01_ava_f,0,4,,,,,,,,,,,,,,,,,,,2,,103
1272,albhelm04_Hal_f,albhelm04_Hal_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1273,albhelm02_Hal_f,albhelm02_Hal_f,0,4,,,,,,,,,,,,,,,,,,,3,,108
1274,albhelm03_Hal_f,albhelm03_Hal_f,0,4,,,,,,,,,,,,,,,,,,,3,,
1275,albhelm01_Hal_f,albhelm01_Hal_f,0,4,,,,,,,,,,,,,,,,,,,2,,105
1276,toaHelm01_nor_M,toaHelm01_nor_M,0,4,,,,,,,,,,,,,,,,,,,2,,103
1277,toaHelm02_nor_M,toaHelm02_nor_M,0,4,,,,,,,,,,,,,,,,,,,2,,
1278,toaHelm03_nor_M,toaHelm03_nor_M,0,4,,,,,,,,,,,,,,,,,,,2,,
1279,toaHelm01_nor_f,toaHelm01_nor_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1280,toaHelm02_nor_f,toaHelm02_nor_f,0,4,,,,,,,,,,,,,,,,,,,2,,104
1281,toaHelm03_nor_f,toaHelm03_nor_f,0,4,,,,,,,,,,,,,,,,,,,2,,103
1282,HibHelm01_cel_f,HibHelm01_cel_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1283,HibHelm01_Cel_m,HibHelm01_Cel_m,0,4,,,,,,,,,,,,,,,,,,,2,,101
1284,hibHelm01_elf_f,hibHelm01_elf_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1285,hibHelm01_elf_m,hibHelm01_elf_m,0,4,,,,,,,,,,,,,,,,,,,2,,99
1286,hibHelm01_Fir_f,hibHelm01_Fir_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1287,HibHelm01_fir_m,HibHelm01_fir_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1288,hibHelm01_lur_f,hibHelm01_lur_f,0,4,,,,,,,,,,,,,,,,,,,2,,
1289,hibHelm01_lur_m,hibHelm01_lur_m,0,4,,,,,,,,,,,,,,,,,,,2,,
1290,hibHelm01_sha_f,hibHelm01_sha_f,0,4,,,,,,,,,,,,,,,,,,,2,,
