Information,,Skin,,Archive,Expansion,,Housing,Material,Material,Material
1987,TOA shade Fhed1 K,TOA_shade_Fhed1_K.tga,1,132,0,0,,0,,
1988,TOA shade Fhed1 L,TOA_shade_Fhed1_L.tga,1,132,0,0,,0,,
1989,TOA shade Fhed1 S,TOA_shade_Fhed1_S.tga,1,132,0,0,,0,,
1990,TOA shade Fhed1 Sh,TOA_shade_Fhed1_Sh.tga,1,132,0,0,,0,,
1991,TOA shade FHed1 SV,TOA_shade_FHed1_SV.tga,1,132,0,0,,0,,
1992,TOA shade Fhed1 Syl,TOA_shade_Fhed1_Syl.tga,1,132,0,0,,0,,
1993,TOA shade Fhed1 T,TOA_shade_Fhed1_T.tga,1,132,0,0,,0,,
1994,TOA shade Fhed1 V,TOA_shade_Fhed1_V.tga,1,132,0,0,,0,,
1995,TOA shade Fhed1 Va,TOA_shade_Fhed1_Va.tga,1,132,0,0,,0,,
1996,Mummy body,toa_s_mummifiedbody.tga,0,131,2,0,,0,,
1997,TOA_shade_leg1_h.tga,TOA_shade_leg1_h.tga,0,132,0,0,,0,,
1998,TOA stone Fhed1 HO,TOA_stone_Fhed1_HO.tga,1,131,2,0,,0,,
1999,TOA stone MHed1 SV,TOA_stone_MHed1_SV.tga,1,131,2,0,,0,,
3000,TOA stone Fhed1 Sh,TOA_stone_Fhed1_Sh.tga,1,131,2,0,,0,,
3001,TOA stone FHed1 SV,TOA_stone_FHed1_SV.tga,1,131,2,0,,0,,
3002,TOA stone Mhed1 HO,TOA_stone_Mhed1_HO.tga,1,131,2,0,,0,,
3003,TOA stone Mhed1 Sh,TOA_stone_Mhed1_Sh.tga,1,131,2,0,,0,,
3004,TOA mummy I Mhed1,TOA_mummy_I_Mhed1.tga,1,129,2,0,,0,,
3005,TOA mummy Va Mhed1,TOA_mummy_Va_Mhed1.tga,1,129,2,0,,0,,
3006,TOA mummy I Fhed1,TOA_mummy_I_Fhed1.tga,1,129,2,0,,0,,
3007,TOA mummy HO mhed1,TOA_mummy_HO_mhed1.tga,1,129,2,0,,0,,
3008,TOA mummy L Fhed1,TOA_mummy_L_Fhed1.tga,1,129,2,0,,0,,
3009,TOA mummy L Mhed1,TOA_mummy_L_Mhed1.tga,1,129,2,0,,0,,
3010,centaur starry,centaur_starry.tga,3,130,2,0,,0,,
3011,stygian lion starry,stygian_lion_starry.tga,3,130,2,0,,0,,
3012,scorp starry,scorp_starry.tga,3,130,2,0,,0,,
3013,ettin 1,ettin.dds,0,140,4,0,,0,,
3014,Lion,lion.dds,0,140,4,0,,0,,
3015,Panther,panther.dds,0,140,4,0,,0,,
3016,crawler,crawler.dds,0,140,4,0,,0,,
3017,crawler2,crawler2.dds,0,140,4,0,,0,,
3018,eater,eater.dds,0,140,4,0,,0,,
3019,firey,firey.dds,0,140,4,0,,0,,
3020,ick,ick.dds,0,140,4,0,,0,,
3021,snow,snow.dds,0,140,4,0,,0,,
3022,spider,spider.dds,0,140,4,0,,0,,
3023,spider_brown,spider_brown.dds,0,140,4,0,,0,,
3024,vein,vein.dds,0,140,4,0,,0,,
3025,vein2,vein2.dds,0,140,4,0,,0,,
3026,Brown Snake,snake1.dds,0,140,4,0,,0,,
3027,Green Snake,snake2.dds,0,140,4,0,,0,,
3028,Red Snake,snake3.dds,0,140,4,0,,0,,
3029,Lynx,lynx.dds,0,140,4,0,,0,,
3030,Snowcat,snowcat.dds,0,140,4,0,,0,,
3031,Savage,savage.dds,0,140,4,0,,0,,
3032,Grasscat,grasscat.dds,0,140,4,0,,0,,
3033,Ogre,Ogre.dds,0,140,4,0,,0,,
3034,ogre_snow,ogre_snow.dds,0,140,4,0,,0,,
3035,skeleton_1,skeleton_1.dds,0,140,0,0,,0,,
3036,skeleton_2,skeleton_2.dds,0,140,0,0,,0,,
3037,skeleton_3,skeleton_3.dds,0,140,0,0,,0,,
3038,bear_black,bear_black.dds,0,140,4,0,,0,,
3039,bear_brown,bear_brown.dds,0,140,4,0,,0,,
3040,bear_polar,bear_polar.dds,0,140,4,0,,0,,
3041,ogre_rock_boss,ogre_rock_boss.dds,0,141,4,0,,0,,
3042,ogre_rock_low,ogre_rock_low.dds,0,141,4,0,,0,,
3043,ogre_rock_mid,ogre_rock_mid.dds,0,141,4,0,,0,,
3044,briton eye1,briton_eye1.dds,0,142,4,0,,0,,
3045,briton hair2,Bri_m_Hair01.dds,0,142,4,0,,0,,
3046,briton head1,Bri_m_Head01.dds,0,142,4,0,,0,,
3047,Briton ss Arms,Briton_ss_Arms.dds,0,142,4,0,,0,,
3048,Briton ss Body,Briton_ss_Body.dds,0,142,4,0,,0,,
3049,Briton ss Boots,Briton_ss_Boots.dds,0,142,4,0,,0,,
3050,Briton ss Gloves,Briton_ss_Gloves.dds,0,142,4,0,,0,,
3051,Briton ss Legs,Briton_ss_Legs.dds,0,142,4,0,,0,,
3052,giant-bottom1,giant-bottom1.dds,0,141,4,0,,0,,
3053,giant-bottom2,giant-bottom2.dds,0,141,4,0,,0,,
3054,giant-bottom3,giant-bottom3.dds,0,141,4,0,,0,,
3055,giant-cyclops-top1,giant-cyclops-top1.dds,0,141,4,0,,0,,
3056,giant-cyclops-top2,giant-cyclops-top2.dds,0,141,4,0,,0,,
3057,giant-cyclops-top3,giant-cyclops-top3.dds,0,141,4,0,,0,,
3058,giant-fire-top1,giant-fire-top1.dds,0,141,4,0,,0,,
3059,giant-fire-top2,giant-fire-top2.dds,0,141,4,0,,0,,
3060,giant-fire-top3,giant-fire-top3.dds,0,141,4,0,,0,,
3061,giant-forest-top1,giant-forest-top1.dds,0,141,4,0,,0,,
3062,giant-forest-top2,giant-forest-top2.dds,0,141,4,0,,0,,
3063,giant-frost-top1,giant-frost-top1.dds,0,141,4,0,,0,,
3064,giant-frost-top2,giant-frost-top2.dds,0,141,4,0,,0,,
3065,giant-plains-top1,giant-plains-top1.dds,0,141,4,0,,0,,
3066,giant-leatherdetail,giant-leatherdetail.dds,7,141,4,0,,0,,
3067,giant-skindetail,giant-skindetail.dds,7,141,4,0,,0,,
3068,Crystal Titan,Crystal_Titan.dds,0,134,0,0,,0,,
3069,ant,ant.dds,0,143,4,0,,0,,
3070,ant_black,ant_black.dds,0,143,4,0,,0,,
3071,termite,termite.dds,0,143,4,0,,0,,
3072,wolf2,wolf2.dds,0,143,4,0,,0,,
3073,wolf2_black,wolf2_black.dds,0,143,4,0,,0,,
3074,wolf2_demon,wolf2_demon.dds,0,143,4,0,,0,,
3075,wolf2_white,wolf2_white.dds,0,143,4,0,,0,,
3076,wolf2_zombie,wolf2_zombie.dds,0,143,4,0,,0,,
3077,wolf,wolf.dds,0,143,4,0,,0,,
3078,wolf_black,wolf_black.dds,0,143,4,0,,0,,
3079,wolf_snow,wolf_snow.dds,0,143,4,0,,0,,
3098, New Sprite,sprite.dds,0,143,4,0,,0,,
3108,tree_mud,tree_mud.dds,0,143,4,0,,0,,
3109,tree_mossy,tree_mossy.dds,0,143,4,0,,0,,
3110,tree_knotty,tree_knotty.dds,0,143,4,0,,0,,
3111,tree_base2,tree_base2.dds,0,143,4,0,,0,,
3112,tree_base,tree_base.dds,0,143,4,0,,0,,
3113,tree_eyeglow,tree_eyeglow.dds,0,143,4,0,,0,,
3114,tree glow,tree_glow.dds,3,143,4,0,,0,,
3115,Tree detail,tree_detail.dds,7,143,4,0,,0,,
3116,Env Map,soldierbot_reflect.dds,5,150,2,0,,0,,
3117,skrag,skrag.dds,0,143,4,0,,0,,
3118,skrag plant,skrag_plant.dds,0,143,4,0,,0,,
3119,skrag rock,skrag_rock.dds,0,143,4,0,,0,,
3120,Crystal Titan bump,Crystal_Titan_bump.dds,6,134,2,0,,0,,
3121,Crystal Titan envmap,Crystal_Titan_envmap.dds,5,134,2,0,,0,,
3122,Crystal Titan gloss,Crystal_Titan_gloss.dds,4,134,2,0,,0,,
3123,spider glow,spider_firey_glow.dds,3,140,4,0,,0,,
3124,wildling,wildling.dds,0,141,4,0,,0,,
3125,brownie,brownie.dds,0,141,4,0,,0,,
3126,huldu,huldu.dds,0,141,4,0,,0,,
3127,Roman1,Roman1.dds,0,141,4,0,,0,,
3128,Roman2,Roman2.dds,0,141,4,0,,0,,
3129,Saracen Legs,SaracenM_ss_legs.dds,0,142,4,0,,0,,
3130,Saracen Gloves,SaracenM_ss_gloves.dds,0,142,4,0,,0,,
3131,Saracen Boots,SaracenM_ss_boot.dds,0,142,4,0,,0,,
3132,Saracen Arms,SaracenM_ss_arm.dds,0,142,4,0,,0,,
3133,Saracen Hair,Sar_m_Hair01.dds,0,142,4,0,,0,,
3134,Saracen Body,SaracenM_ss_body.dds,0,142,4,0,,0,,
3135,Saracen Head,Sar_m_Head01.dds,0,142,4,0,,0,,
3139,Sylvan Spider,sylvan.dds,0,141,4,0,,0,,
3140,Inconni Spider,inconni.dds,0,141,4,0,,0,,
3141,Brit Chain Test,chaintest.dds,0,142,4,0,,chaintest.mat,,
3142,Cata - Studded Gloves,stdGloves01_01.dds,0,142,4,0,,0,,
3143,Cata - Studded boots,stdBoots01_01.dds,0,142,4,0,,0,,
3144,Cata - Studded,stdBody01_02.dds,0,142,4,0,,0,,
3145,Cata - Studded Legs,stdLegs01_03.dds,0,142,4,0,,0,,
3146,Cata - Studded Arms,stdArms02_01.dds,0,142,4,0,,0,,
3147,Cata - Sara F Head,Sar_f_Head01.dds,0,142,4,0,,0,,
3148,Cata - Sara F Hair,Sar_f_Hair01.dds,0,142,4,0,,0,,
3159,Kob f Head01,Kob_f_Head01.dds,0,151,4,0,,545,,
3160,Kob f Hair01,Kob_f_Hair01.dds,0,147,4,0,,543,,
3188,Tad Pole Base,Sprite_Tadpole.dds,0,141,4,0,,0,,
3189,Tad Pole Glow,Sprite_Tadpole_Glow.dds,3,141,4,0,,0,,
3204,Albino Sprite,AlbinoSprite.dds,0,141,4,0,,0,,
3205,E3 Kobold NPC Body,KobM_NPCBody01_01.dds,0,147,4,0,,0,,
3208,Evil Kobold Head,EvilKoboldSmall_head.dds,0,147,3,0,,0,,
3209,Evil Kobold Body,EvilKoboldSmall_Body.dds,0,147,3,0,,0,,
3210,Kobold Female Hair 1,Kob_f_Hair03.dds,0,147,4,0,,0,,
3211,Kobold Female Hair 2,Kob_f_Hair02.dds,0,147,4,0,,544,,
3212,Kobold Female Hair 3,Kob_f_Hair05.dds,0,147,4,0,,0,,
3213,Kobold Female Hair 4,Kob_f_Hair04.dds,0,147,4,0,,0,,
3214,KoboldMale Hair 1,Kob_m_Hair05.dds,0,147,4,0,,0,,
3215,KoboldMale Hair 2,Kob_m_Hair04.dds,0,147,4,0,,0,,
3216,KoboldMale Hair 3,Kob_m_Hair03.dds,0,147,4,0,,555,,
3217,KoboldMale Hair 4,Kob_m_Hair02.dds,0,147,4,0,,0,,
3218,Kob m NPCBody01 03,Kob_m_NPCBody01_03.dds,0,147,3,0,,0,,
3219,Kob m NPCBody01 02,Kob_m_NPCBody01_02.dds,0,147,3,0,,0,,
3220,Kob f NPCBody01 04,Kob_f_NPCBody01_04.dds,0,147,3,0,,0,,
3221,Kob f NPCBody01 03,Kob_f_NPCBody01_03.dds,0,147,3,0,,0,,
3222,Kob f NPCBody01 02,Kob_f_NPCBody01_02.dds,0,147,3,0,,0,,
3223,Kob f NPCBody01 0,Kob_f_NPCBody01_0.dds,0,147,3,0,,0,,
3224,Kob m NPCBody01 04,Kob_m_NPCBody01_04.dds,0,147,3,0,,0,,
3227,Mine Cart,Kobold_minecart.dds,0,148,3,0,,0,,
3228,siege_treb_dark_range.dds,siege_treb_dark_range.dds,0,148,3,0,,0,,
3229,siege_detail.dds,siege_detail.dds,0,148,3,0,,0,,
3230,siege_engine_01.dds,siege_engine_01.dds,0,148,3,0,,0,,
3231,siege_engine_02.dds,siege_engine_02.dds,0,148,3,0,,0,,
3232,Briton ss Arms,cthArms01_ss_Bri.dds,0,142,4,0,,194,a,
3233,Briton ss Body,CthBody01_ss_bri_M.dds,0,142,4,0,,239,,
3234,Briton ss Boots,CthBoots01_ss_bri.dds,0,142,4,0,,283,,
3235,Briton ss Gloves,CthGloves01_ss_bri.dds,0,142,4,0,,310,a,
3236,Briton ss Legs,cthLegs01_ss_Bri.dds,0,142,4,0,,405,,
3237,briton hair2,Bri_m_Hair01.dds,0,142,4,0,,6,,
3238,briton head1,Bri_m_Head01.dds,0,142,4,0,,7,,
3239,Troll ss Legs,cthLegs01_ss_tro.dds,0,142,4,0,,410,,
3240,Troll ss Gloves,CthGloves01_ss_tro.dds,0,142,4,0,,315,a,
3241,Troll ss Boots,CthBoots01_ss_tro.dds,0,142,4,0,,288,,
3242,Troll ss Body,CthBody01_ss_tro_M.dds,0,142,4,0,,249,,
3243,Troll ss Arms,cthArms01_ss_tro.dds,0,142,4,0,,199,a,
3244,Troll ss Head,Tro_m_Head01.dds,0,142,4,0,,1084,,
3245,Troll ss Hair,Tro_m_Hair01.dds,0,142,4,0,,0,,
3246,Valkyn SS Body,CthBody01_SS_Val_M.dds,0,142,4,0,,251,,
3247,Valkyn SS Hair,Val_m_Hair01.dds,0,142,4,0,,1104,,
3248,Valkyn SS Head,Val_m_Head01.dds,0,151,4,0,,1106,,
3249,Valkyn SS Legs,CthLegs01_SS_Val.dds,0,142,4,0,,411,,
3250,Valkyn SS Arms,CthArms01_SS_Val.dds,0,142,4,0,,200,a,
3251,Valkyn SS Gloves,CthGloves01_SS_Val.dds,0,142,4,0,,316,a,
3252,Valkyn SS Boots,CthBoots01_SS_Val.dds,0,142,4,0,,289,,
3253,Frostalf Male Hair,Fro_m_Hair01.dds,0,149,4,0,,525,,
3254,Frostalf Male Head,Fro_m_Head01.dds,0,151,4,0,,527,,
3255,Frostalf Male SS Body,cthBody01_SS_Fro_M.dds,0,149,4,0,,243,,
3256,Frostalf Male SS Arms,cthArms01_SS_Fro.dds,0,149,4,0,,196,,
3257,Frostalf Male SS Legs,cthLegs01_SS_Fro.dds,0,149,4,0,,407,,
3258,Frostalf Male SS Boots,cthBoots01_SS_Fro.dds,0,149,4,0,,285,,
3259,Frostalf Male SS Gloves,cthGloves01_SS_Fro.dds,0,149,4,0,,312,,
3260,Kobold Male Hair,Kob_m_Hair01.dds,0,149,4,0,,554,,
3261,Kobold Male Head,Kob_m_Head01.dds,0,151,4,0,,556,,
3262,Kobold Male SS Body,cthBody01_SS_Kob_M.dds,0,149,4,0,,245,,
3263,Kobold Male SS Arms,cthArms01_SS_Kob.dds,0,149,4,0,,197,a,
3264,Kobold Male SS Legs,cthLegs01_SS_Kob.dds,0,149,4,0,,408,a,
3265,Kobold Male SS Boots,cthBoots01_SS_Kob.dds,0,149,4,0,,286,,
3266,Kobold Male SS Gloves,cthGloves01_SS_Kob.dds,0,149,4,0,,313,a,
3267,Dwarf Male Hair,Dwa_m_Hair01.dds,0,149,4,0,,439,,
3268,Dwarf Male Head,Dwa_m_Head01.dds,0,151,4,0,,441,,
3269,Dwarf Male SS Body,cthBody01_SS_Dwa_M.dds,0,149,4,0,,241,,
3270,Dwarf Male SS Arms,cthArms01_SS_Dwa.dds,0,149,4,0,,195,,
3271,Dwarf Male SS Legs,cthLegs01_SS_Dwa.dds,0,149,4,0,,406,a,
3272,Dwarf Male SS Boots,cthBoots01_SS_Dwa.dds,0,149,4,0,,284,,
3273,Dwarf Male SS Gloves,cthGloves01_SS_Dwa.dds,0,149,4,0,,311,,
3276,Norse Male SS Body,cthBody01_SS_Nor_M.dds,0,149,4,0,,247,,
3277,Norse Male SS Arms,cthArms01_SS_Nor.dds,0,149,4,0,,198,,
3278,Norse Male SS Legs,cthLegs01_SS_Nor.dds,0,149,4,0,,409,,
3279,Norse Male SS Boots,cthBoots01_SS_Nor.dds,0,149,4,0,,287,,
3280,Norse Male SS Gloves,cthGloves01_SS_Nor.dds,0,149,4,0,,314,a,
3281,Terracite Boss,terracite_boss.dds,0,148,3,0,,0,,
3282,Terracite Minion,terracite_minion.dds,0,148,3,0,,0,,
3283,Terracite Glow,terracite_glow.dds,3,148,3,0,,0,,
3284,Gargoyle Mid,gargoyle_mid.dds,0,148,3,0,,0,,
3285,Gargoyle Alb,gargoyle_alb.dds,0,148,3,0,,0,,
3286,Gargoyle Hib,gargoyle_hib.dds,0,148,3,0,,0,,
3287,Gargoyle Glow,gargoyle_mid_glow.dds,3,148,3,0,,0,,
3288,PK Good Armor,stdBody05_std_CATA_pkgood_m.dds,0,148,3,0,,0,,
3289,PK Evil Armor,stdBody05_CATA_pkevil_m.dds,0,148,3,0,,0,,
3290,PK Good Armor,pltBody01_scl_CATA_pkgood_m.dds,0,148,3,0,,0,,
3291,PK Evil Armor,pltBody01_scl_CATA_pkevil_m.dds,0,148,3,0,,0,,
3292,PK Good Armor,pltBody01_chn_CATA_pkgood_m.dds,0,148,3,0,,0,,
3293,PK Evil Armor,pltBody01_chn_CATA_pkevil_m.dds,0,148,3,0,,0,,
3294,PK Good Armor,pltBody01_CATA_pkgood_m.dds,0,148,3,0,,0,,
3295,PK Evil Armor,pltBody01_CATA_pkevil_m.dds,0,148,3,0,,0,,
3296,PK 3 Head,pk3_head.dds,0,158,1,0,,0,,
3297,PK 3 Body,pk3_body.dds,0,158,1,0,,0,,
3298,PK 2 Head,pk2_head.dds,0,148,3,0,,0,,
3299,PK 2 Body,pk2_body.dds,0,148,3,0,,0,,
3300,PK Good Armor,leaBody05_ren_CATA_pkgood_m.dds,0,148,3,0,,0,,
3301,PK Good Armor,leaBody05_CATA_pkgood_m.dds,0,148,3,0,,0,,
3302,PK Evil Armor,leaBody05_CATA_pkevil_m.dds,0,148,3,0,,0,,
3303,PK Good Armor,cthBody01_CATA_pkgood.dds,0,148,3,0,,0,,
3304,PK Evil Armor,cthBody01_CATA_pkevil.dds,0,148,3,0,,0,,
3305,Norse Female Hair,Nor_f_Hair01.dds,0,149,4,0,,732,,
3306,Norse Female Head,Nor_f_Head01.dds,0,151,4,0,,734,,
3307,Norse Female SS Body,cthBody01_SS_Nor_f.dds,0,149,4,0,,246,,
3308,Briton Female Hair,Bri_f_Hair01.dds,0,149,4,0,,1,,
3309,Briton Female Head,Bri_f_Head01.dds,0,151,4,0,,2,,
3310,Briton Female SS Body,cthBody01_SS_Bri_f.dds,0,149,4,0,,238,,
3311,Half Orc Body,halforc_body.dds,0,150,3,0,,0,,
3312,Half Orc Scale,halforc_scale01.dds,0,150,3,0,,0,,
3313,Troll Female Head,tro_f_Head01.dds,0,151,4,0,,1054,,
3314,Troll Female SS Body,CthBody01_SS_Tro_F.dds,0,149,4,0,,248,,
3315,Lost Gnoll,gnoll_lost.dds,0,150,3,0,,0,,
3316,Gnoll Greenblud,gnoll_greenblud.dds,0,150,3,0,,0,,
3317,Gnoll Boss,gnoll_scale01.dds,0,150,3,0,,0,,
3318,Dwarf Female Head 1,Dwa_f_Head01.dds,0,151,4,0,,431,,
3319,Dwarf Female Head 2,Dwa_f_Head02.dds,0,151,4,0,,432,,
3320,Dwarf Female Head 3,Dwa_f_Head03.dds,0,151,4,0,,433,,
3321,Dwarf Female Head 4,Dwa_f_Head04.dds,0,151,4,0,,434,,
3322,Dwarf Male Head 2,Dwa_m_Head02.dds,0,151,4,0,,442,,
3323,Dwarf Male Head 3,Dwa_m_Head03.dds,0,151,4,0,,443,,
3324,Dwarf Male Head 4,Dwa_m_Head04.dds,0,151,4,0,,444,,
3325,Frostalf Female Head 1,Fro_f_Head01.dds,0,151,4,0,,518,,
3326,Frostalf Female Head 2,Fro_f_Head02.dds,0,151,4,0,,519,,
3327,Frostalf Female Head 3,Fro_f_Head03.dds,0,151,4,0,,520,,
3328,Frostalf Female Head 4,Fro_f_Head04.dds,0,151,4,0,,521,,
3329,Frostalf Male Head 2,Fro_m_Head02.dds,0,151,4,0,,528,,
3330,Frostalf Male Head 3,Fro_m_Head03.dds,0,151,4,0,,529,,
3331,Frostalf Male Head 4,Fro_m_Head04.dds,0,151,4,0,,530,,
3332,Kobold Female Head 2,Kob_f_Head02.dds,0,151,4,0,,546,,
3333,Kobold Female Head 3,Kob_f_Head03.dds,0,151,4,0,,547,,
3334,Kobold Female Head 4,Kob_f_Head04.dds,0,151,4,0,,548,,
3335,Kobold Male Head 2,Kob_m_Head02.dds,0,151,4,0,,557,,
3336,Kobold Male Head 3,Kob_m_Head03.dds,0,151,4,0,,558,,
3337,Kobold Male Head 4,Kob_m_Head04.dds,0,151,4,0,,559,,
3338,Norse Female Head 2,Nor_f_Head02.dds,0,151,4,0,,735,,
3339,Norse Female Head 3,Nor_f_Head03.dds,0,151,4,0,,736,,
3340,Norse Female Head 4,Nor_f_Head04.dds,0,151,4,0,,737,,
3341,Norse Male Head 1,Nor_m_Head01.dds,0,151,4,0,,743,,
3342,Norse Male Head 2,Nor_m_Head02.dds,0,151,4,0,,744,,
3343,Norse Male Head 3,Nor_m_Head03.dds,0,151,4,0,,745,,
3344,Norse Male Head 4,Nor_m_Head04.dds,0,151,4,0,,746,,
3345,Troll Female Head 2,tro_f_Head02.dds,0,151,4,0,,1055,,
3346,Troll Female Head 3,tro_f_Head03.dds,0,151,4,0,,1056,,
3347,Troll Female Head 4,tro_f_Head04.dds,0,151,4,0,,1057,,
3348,Troll Male Head 2,tro_m_Head02.dds,0,151,4,0,,1085,,
3349,Troll Male Head 3,tro_m_Head03.dds,0,151,4,0,,1086,,
3350,Troll Male Head 4,tro_m_Head04.dds,0,151,4,0,,1087,,
3351,Valkyn Female Head 1,Val_f_Head01.dds,0,151,4,0,,1095,,
3352,Valkyn Female Head 2,Val_f_Head02.dds,0,151,4,0,,1096,,
3353,Valkyn Female Head 3,Val_f_Head03.dds,0,151,4,0,,1097,,
3354,Valkyn Female Head 4,Val_f_Head04.dds,0,151,4,0,,1098,,
3355,Valkyn Male Head 2,Val_m_Head02.dds,0,151,4,0,,1107,,
3356,Valkyn Male Head 3,Val_m_Head03.dds,0,151,4,0,,1108,,
3357,Valkyn Male Head 4,Val_m_Head04.dds,0,151,4,0,,1109,,
3358,Norse Male Hair,Nor_m_Hair01.dds,0,151,4,0,,741,,
3359,Valkyn Female SS Body,CthBody01_SS_Val_f.dds,0,149,4,0,,250,,
3360,gnoll blackmane,gnoll_blackmane.dds,0,150,3,0,,0,,
3361,gnoll greenblud lost,gnoll_greenblud_lost.dds,0,150,3,0,,0,,
3362,gnoll scratchclaw,gnoll_scratchclaw.dds,0,150,3,0,,0,,
3363,gnoll scratchclaw lost,gnoll_scratchclaw_lost.dds,0,150,3,0,,0,,
3364,gnoll bloodmoon lost,gnoll_bloodmoon_lost.dds,0,150,3,0,,0,,
3365,gnoll bloodmoon,gnoll_bloodmoon.dds,0,150,3,0,,0,,
3366,gnoll blackmane lost,gnoll_blackmane_lost.dds,0,150,3,0,,0,,
3367,Frostalf Female SS Body,cthBody01_SS_Fro_f.dds,0,149,4,0,,242,,
3368,Valkyn Female Hair,Val_f_Hair01.dds,0,149,4,0,,1093,,
3369,Kobold Female SS Body,cthBody01_SS_Kob_F.dds,0,149,4,0,,244,,
3370,gnoll pkstolen01,gnoll_pkstolen01.dds,0,150,3,0,,0,,
3371,gnoll pkstolen02,gnoll_pkstolen02.dds,0,150,3,0,,0,,
3372,gnoll squareplate01,gnoll_squareplate01.dds,0,150,3,0,,0,,
3373,gnoll squareplate02,gnoll_squareplate02.dds,0,150,3,0,,0,,
3374,Dwarf Female SS Body,CthBody01_SS_Dwa_f.dds,0,149,4,0,,240,,
3375,Dwarf Female Hair 1,Dwa_f_Hair01.dds,0,149,4,0,,429,,
3376,Valkyn Male Hair 2,val_m_hair02.dds,0,151,4,0,,1105,,
3378,Dwarf Female Hair 2,dwa_f_Hair02.dds,0,151,4,0,,430,,
3379,Dwarf Male Hair 2,Dwa_m_hair02.dds,0,151,4,0,,440,,
3380,Frostalf Female Hair 2,fro_f_hair02.dds,0,151,4,0,,516,,
3381,Frostalf Female Hair 3,fro_f_hair03.dds,0,151,4,0,,517,,
3382,Frostalf Male Hair 2,fro_m_hair02.dds,0,151,4,0,,526,,
3383,Kobold Female Hair ,kob_f_hair02.dds,0,151,4,0,,544,,
3384,Kobold Male Hair 3,Kob_m_Hair03.dds,0,151,4,0,,555,,
3385,Norse Female Hair 2,Nor_f_Hair02.dds,0,151,4,0,,733,,
3386,Norse Male Hair 2,Nor_m_Hair02.dds,0,151,4,0,,742,,
3387,Valkyn Female Hair 2,val_f_hair02.dds,0,151,4,0,,1094,,
3388,Kob_m_Head05.dds,Kob_m_Head05.dds,0,151,4,0,,560,,
3389,Fro_m_Head05.dds,Fro_m_Head05.dds,0,151,4,0,,531,,
3390,Fro_m_Head06.dds,Fro_m_Head06.dds,0,151,4,0,,532,,
3391,Fro_f_Head06.dds,Fro_f_Head06.dds,0,151,4,0,,523,,
3392,Fro_f_Head05.dds,Fro_f_Head05.dds,0,151,4,0,,522,,
3393,Dwa_f_Head05.dds,Dwa_f_Head05.dds,0,151,4,0,,435,,
3394,Dwa_f_Head06.dds,Dwa_f_Head06.dds,0,151,4,0,,436,,
3395,Dwa_m_Head06.dds,Dwa_m_Head06.dds,0,151,4,0,,446,,
3396,Dwa_m_Head05.dds,Dwa_m_Head05.dds,0,151,4,0,,445,,
3397,Val_m_Head05.dds,Val_m_Head05.dds,0,151,4,0,,1110,,
3398,Val_m_Head06.dds,Val_m_Head06.dds,0,151,4,0,,1111,,
3399,Val_f_Head06.dds,Val_f_Head06.dds,0,151,4,0,,1100,,
3400,Val_f_Head05.dds,Val_f_Head05.dds,0,151,4,0,,1099,,
3401,Tro_f_Head05.dds,Tro_f_Head05.dds,0,151,4,0,,1058,,
3402,Tro_f_Head06.dds,Tro_f_Head06.dds,0,151,4,0,,1059,,
3403,Tro_m_Head06.dds,Tro_m_Head06.dds,0,151,4,0,,1089,,
3404,Tro_m_Head05.dds,Tro_m_Head05.dds,0,151,4,0,,1088,,
3405,Nor_m_Head05.dds,Nor_m_Head05.dds,0,151,4,0,,747,,
3406,Nor_m_Head06.dds,Nor_m_Head06.dds,0,151,4,0,,748,,
3407,Nor_f_Head06.dds,Nor_f_Head06.dds,0,151,4,0,,739,,
3408,Nor_f_Head05.dds,Nor_f_Head05.dds,0,151,4,0,,738,,
3409,Kob_f_Head05.dds,Kob_f_Head05.dds,0,151,4,0,,549,,
3410,Kob_f_Head06.dds,Kob_f_Head06.dds,0,151,4,0,,550,,
3411,Kob_m_Head06.dds,Kob_m_Head06.dds,0,151,4,0,,561,,
3412,shackledsoul_tan.dds,shackledsoul_tan.dds,0,143,3,0,,0,,
3413,shackledsoul_red.dds,shackledsoul_red.dds,0,143,3,0,,0,,
3414,shackledsoul_grey.dds,shackledsoul_grey.dds,0,143,3,0,,0,,
3415,shackledsoul_green.dds,shackledsoul_green.dds,0,143,3,0,,0,,
3416,Lost Half Orc,halforc_lost.dds,0,150,3,0,,0,,
3417,nor_m_hair02_blonde.dds,nor_m_hair02_blonde.dds,0,146,4,0,,1119,b,
3418,nor_m_hair02_bluebase.dds,nor_m_hair02_bluebase.dds,0,146,4,0,,1120,,
3419,nor_m_hair02_dkbrown.dds,nor_m_hair02_dkbrown.dds,0,146,4,0,,1121,,
3420,nor_m_hair02_white.dds,nor_m_hair02_white.dds,0,146,4,0,,1122,,
3421,nor_m_hair04_blonde.dds,nor_m_hair04_blonde.dds,0,146,4,0,,1123,b,
3422,nor_m_hair04_bluebase.dds,nor_m_hair04_bluebase.dds,0,146,4,0,,1124,,
3423,nor_m_hair04_dkbrown.dds,nor_m_hair04_dkbrown.dds,0,146,4,0,,1125,,
3424,nor_m_hair04_white.dds,nor_m_hair04_white.dds,0,146,4,0,,1126,,
3425,nor_f_hair01_blonde.dds,nor_f_hair01_blonde.dds,0,0,4,0,,1127,b,
