Information,,Skin,,Archive,Expansion,
1827,cthArms01_chn_CATA_pkevil.dds,cthArms01_chn_CATA_pkevil.dds,0,31,4,
1828,cthArms01_chn_CATA_pkgood.dds,cthArms01_chn_CATA_pkgood.dds,0,31,4,
1829,cthArms01_lea_CATA_pkevil.dds,cthArms01_lea_CATA_pkevil.dds,0,31,4,
1830,cthArms01_lea_CATA_pkgood.dds,cthArms01_lea_CATA_pkgood.dds,0,31,4,
1831,cthArms01_plt_CATA_pkevil.dds,cthArms01_plt_CATA_pkevil.dds,0,31,4,
1832,cthBody01_CATA_pkevil_f.dds,cthBody01_CATA_pkevil_f.dds,0,31,4,
1833,cthBody01_CATA_pkevil_m.dds,cthBody01_CATA_pkevil_m.dds,0,31,4,
1834,cthBody01_CATA_pkgood_f.dds,cthBody01_CATA_pkgood_f.dds,0,31,4,
1835,cthBody01_CATA_pkgood_M.dds,cthBody01_CATA_pkgood_M.dds,0,31,4,
1836,cthBoots01_CATA_pkevil.dds,cthBoots01_CATA_pkevil.dds,0,31,4,
1837,cthBoots01_CATA_pkgood.dds,cthBoots01_CATA_pkgood.dds,0,31,4,
1838,cthGloves01_CATA_pkevil.dds,cthGloves01_CATA_pkevil.dds,0,31,4,
1839,cthGloves01_CATA_pkgood.dds,cthGloves01_CATA_pkgood.dds,0,31,4,
1840,cthLegs01_CATA_pkevil.dds,cthLegs01_CATA_pkevil.dds,0,31,4,
1841,cthLegs01_CATA_pkgood.dds,cthLegs01_CATA_pkgood.dds,0,31,4,
1842,cthLegs01_chn_CATA_pkgevil.dds,cthLegs01_chn_CATA_pkgevil.dds,0,31,4,
1843,cthLegs01_chn_CATA_pkgood.dds,cthLegs01_chn_CATA_pkgood.dds,0,31,4,
1844,cthLegs01_lea_CATA_pkevil.dds,cthLegs01_lea_CATA_pkevil.dds,0,31,4,
1845,cthLegs01_lea_CATA_pkgood.dds,cthLegs01_lea_CATA_pkgood.dds,0,31,4,
1846,cthLegs01_plt_CATA_pkevil.dds,cthLegs01_plt_CATA_pkevil.dds,0,31,4,
1847,leaBody05_CATA_pkevil_f.dds,leaBody05_CATA_pkevil_f.dds,0,31,4,
1848,leaBody05_CATA_pkevil_m.dds,leaBody05_CATA_pkevil_m.dds,0,31,4,
1849,leaBody05_CATA_pkgood_f.dds,leaBody05_CATA_pkgood_f.dds,0,31,4,
1850,leaBody05_CATA_pkgood_m.dds,leaBody05_CATA_pkgood_m.dds,0,31,4,
1851,leaBoots01_CATA_pkevil.dds,leaBoots01_CATA_pkevil.dds,0,31,4,
1852,leaBoots01_CATA_pkgood.dds,leaBoots01_CATA_pkgood.dds,0,31,4,
1853,leaGloves01_CATA_pkevil.dds,leaGloves01_CATA_pkevil.dds,0,31,4,
1854,leaGloves01_CATA_pkgood.dds,leaGloves01_CATA_pkgood.dds,0,31,4,
1855,pltBody01_CATA_pkevil_f.dds,pltBody01_CATA_pkevil_f.dds,0,31,4,
1856,pltBody01_CATA_pkevil_m.dds,pltBody01_CATA_pkevil_m.dds,0,31,4,
1857,pltBody01_chn_CATA_pkevil_f.dds,pltBody01_chn_CATA_pkevil_f.dds,0,31,4,
1858,pltBody01_chn_CATA_pkevil_m.dds,pltBody01_chn_CATA_pkevil_m.dds,0,31,4,
1859,pltBody01_chn_CATA_pkgood_f.dds,pltBody01_chn_CATA_pkgood_f.dds,0,31,4,
1860,pltBody01_chn_CATA_pkgood_m.dds,pltBody01_chn_CATA_pkgood_m.dds,0,31,4,
1861,pltBoots01_CATA_pkevil.dds,pltBoots01_CATA_pkevil.dds,0,31,4,
1862,pltBoots01_chn_CATA_pkevil.dds,pltBoots01_chn_CATA_pkevil.dds,0,31,4,
1863,pltBoots01_chn_CATA_pkgood.dds,pltBoots01_chn_CATA_pkgood.dds,0,31,4,
1864,pltGloves01_CATA_pkevil.dds,pltGloves01_CATA_pkevil.dds,0,31,4,
1865,pltGloves01_chn_CATA_pkevil.dds,pltGloves01_chn_CATA_pkevil.dds,0,31,4,
1866,pltGloves01_chn_CATA_pkgood.dds,pltGloves01_chn_CATA_pkgood.dds,0,31,4,
1867,stdGloves05_CATA_pkevil_m.dds,stdGloves05_CATA_pkevil_m.dds,0,32,4,
1868,cthArms01_scl_CATA_pkevil.dds,cthArms01_scl_CATA_pkevil.dds,0,32,4,
1869,cthArms01_std_CATA_pkevil.dds,cthArms01_std_CATA_pkevil.dds,0,32,4,
1870,cthlegs01_scl_CATA_pkevil.dds,cthlegs01_scl_CATA_pkevil.dds,0,32,4,
1871,cthLegs01_std_CATA_pkevil.dds,cthLegs01_std_CATA_pkevil.dds,0,32,4,
1872,pltBody01_scl_CATA_pkevil_f.dds,pltBody01_scl_CATA_pkevil_f.dds,0,32,4,
1873,pltBody01_scl_CATA_pkevil_m.dds,pltBody01_scl_CATA_pkevil_m.dds,0,32,4,
1874,pltBoots01_scl_CATA_pkevil_m.dds,pltBoots01_scl_CATA_pkevil_m.dds,0,32,4,
1875,pltGloves01_scl_CATA_pkevil_m.dds,pltGloves01_scl_CATA_pkevil_m.dds,0,32,4,
1876,stdBody05_CATA_pkevil_f.dds,stdBody05_CATA_pkevil_f.dds,0,32,4,
1877,stdBody05_CATA_pkevil_m.dds,stdBody05_CATA_pkevil_m.dds,0,32,4,
1878,stdBoots05_CATA_pkevil_m.dds,stdBoots05_CATA_pkevil_m.dds,0,32,4,
1879,cthArms01_plt_CATA_pkgood.dds,cthArms01_plt_CATA_pkgood.dds,0,32,4,
1880,cthArms01_scl_CATA_pkgood.dds,cthArms01_scl_CATA_pkgood.dds,0,32,4,
1881,cthArms01_std_CATA_pkgood.dds,cthArms01_std_CATA_pkgood.dds,0,32,4,
1882,cthLegs01_plt_CATA_pkgood.dds,cthLegs01_plt_CATA_pkgood.dds,0,32,4,
1883,cthLegs01_scl_CATA_pkgood.dds,cthLegs01_scl_CATA_pkgood.dds,0,32,4,
1884,cthLegs01_std_CATA_pkgood.dds,cthLegs01_std_CATA_pkgood.dds,0,32,4,
1885,leaBody05_std_CATA_pkgood_f.dds,leaBody05_std_CATA_pkgood_f.dds,0,32,4,
1886,leaBody05_std_CATA_pkgood_m.dds,leaBody05_std_CATA_pkgood_m.dds,0,32,4,
1887,leaBoots01_std_CATA_pkgood.dds,leaBoots01_std_CATA_pkgood.dds,0,32,4,
1888,leaGloves01_std_CATA_pkgood.dds,leaGloves01_std_CATA_pkgood.dds,0,32,4,
1889,pltBody01_CATA_pkgood_f.dds,pltBody01_CATA_pkgood_f.dds,0,32,4,
1890,pltBody01_CATA_pkgood_m.dds,pltBody01_CATA_pkgood_m.dds,0,32,4,
1891,pltBody01_scl_CATA_pkgood_f.dds,pltBody01_scl_CATA_pkgood_f.dds,0,32,4,
1892,pltBody01_scl_CATA_pkgood_m.dds,pltBody01_scl_CATA_pkgood_m.dds,0,32,4,
1893,pltBoots01_CATA_pkgood.dds,pltBoots01_CATA_pkgood.dds,0,32,4,
1894,pltBoots01_scl_CATA_pkgood.dds,pltBoots01_scl_CATA_pkgood.dds,0,32,4,
1895,pltGloves01_CATA_pkgood.dds,pltGloves01_CATA_pkgood.dds,0,32,4,
1896,pltgloves01_scl_CATA_pkgood.dds,pltgloves01_scl_CATA_pkgood.dds,0,32,4,
1897,cthBody01_Naliah_TOA_S_F.dds,cthBody01_Naliah_TOA_S_F.dds,0,33,4,
1898,cthBody01_Naliah_TOA_S_m.dds,cthBody01_Naliah_TOA_S_m.dds,0,33,4,
1899,cthbody01_TOA_A_F.dds,cthbody01_TOA_A_F.dds,0,33,4,
1900,cthbody01_TOA_A_m.dds,cthbody01_TOA_A_m.dds,0,33,4,
1901,cthbody01_TOA_O_F.dds,cthbody01_TOA_O_F.dds,0,33,4,
1902,cthbody01_TOA_O_m.dds,cthbody01_TOA_O_m.dds,0,33,4,
1903,cthbody01_TOA_S_F.dds,cthbody01_TOA_S_F.dds,0,33,4,
1904,cthbody01_TOA_S_m.dds,cthbody01_TOA_S_m.dds,0,33,4,
1905,cthbody01_TOA_V_F.dds,cthbody01_TOA_V_F.dds,0,33,4,
1906,cthbody01_TOA_V_m.dds,cthbody01_TOA_V_m.dds,0,33,4,
1907,leaBody05_TOA_A_f.dds,leaBody05_TOA_A_f.dds,0,33,4,
1908,leaBody05_TOA_A_m.dds,leaBody05_TOA_A_m.dds,0,33,4,
1909,robBody01_lea01_TOA_A_f.dds,robBody01_lea01_TOA_A_f.dds,0,33,4,
1910,robBody01_lea01_TOA_O_f.dds,robBody01_lea01_TOA_O_f.dds,0,33,4,
1911,robBody01_lea01_TOA_S_f.dds,robBody01_lea01_TOA_S_f.dds,0,33,4,
1912,robBody01_lea01_TOA_V_f.dds,robBody01_lea01_TOA_V_f.dds,0,33,4,
1913,robBody01_lea01_TOA_A_m.dds,robBody01_lea01_TOA_A_m.dds,0,33,4,
1914,robBody01_lea01_TOA_V_m.dds,robBody01_lea01_TOA_V_m.dds,0,33,4,
1915,robBody01_lea01_TOA_O_m.dds,robBody01_lea01_TOA_O_m.dds,0,33,4,
1916,robBody01_lea01_TOA_S_m.dds,robBody01_lea01_TOA_S_m.dds,0,33,4,
1917,cthLegs01_SS_Kob_F.dds,cthLegs01_SS_Kob_F.dds,0,36,4,
1918,cthArms01_ss_Bri_f.dds,cthArms01_ss_Bri_f.dds,0,36,4,
1919,cthArms01_SS_Fir_F.dds,cthArms01_SS_Fir_F.dds,0,36,4,
1920,cthArms01_SS_Hal_F.dds,cthArms01_SS_Hal_F.dds,0,36,4,
1921,cthArms01_ss_Hig_f.dds,cthArms01_ss_Hig_f.dds,0,36,4,
1922,cthArms01_SS_Kob_F.dds,cthArms01_SS_Kob_F.dds,0,36,4,
1923,cthArms01_ss_Syl_F.dds,cthArms01_ss_Syl_F.dds,0,36,4,
1924,cthArms01_ss_Tro_f.dds,cthArms01_ss_Tro_f.dds,0,36,4,
1925,cthArms01_ss_Val_f.dds,cthArms01_ss_Val_f.dds,0,36,4,
1926,cthLegs01_ss_Bri_f.dds,cthLegs01_ss_Bri_f.dds,0,36,4,
1927,cthLegs01_ss_Hig_f.dds,cthLegs01_ss_Hig_f.dds,0,36,4,
1928,stagform_01.dds,stagform_01.dds,0,36,4,
1929,robBody01_epic_Warlock_M.dds,robBody01_epic_Warlock_M.dds,0,37,4,
1930,robBody01_epic_Warlock_F.dds,robBody01_epic_Warlock_F.dds,0,37,4,
1931,cthLegs01_epic_Warlock.dds,cthLegs01_epic_Warlock.dds,0,37,4,
1932,cthGloves01_epic_Warlock.dds,cthGloves01_epic_Warlock.dds,0,37,4,
1933,cthBoots01_epic_Warlock.dds,cthBoots01_epic_Warlock.dds,0,37,4,
1934,robBody01_epic_Bainshee_F.dds,robBody01_epic_Bainshee_F.dds,0,37,4,
1935,cthArms01_epic_Bainshee.dds,cthArms01_epic_Bainshee.dds,0,37,4,
1936,cthBoots01_epic_Bainshee.dds,cthBoots01_epic_Bainshee.dds,0,37,4,
1937,cthGloves01_epic_Bainshee.dds,cthGloves01_epic_Bainshee.dds,0,37,4,
1938,cthLegs01_epic_Bainshee.dds,cthLegs01_epic_Bainshee.dds,0,37,4,
1939,ava_f_shadehead.dds,ava_f_shadehead.dds,0,37,4,
1940,ava_m_shadehead.dds,ava_m_shadehead.dds,0,37,4,
1941,Cel_f_ShadeHead.dds,Cel_f_ShadeHead.dds,0,37,4,
1942,Cel_m_ShadeHead.dds,Cel_m_ShadeHead.dds,0,37,4,
1943,Fro_F_shadehead.dds,Fro_F_shadehead.dds,0,37,4,
1944,Fro_M_shadehead.dds,Fro_M_shadehead.dds,0,37,4,
1945,Hal_F_shadeHead01.dds,Hal_F_shadeHead01.dds,0,37,4,
1946,Hal_M_shadeHead01.dds,Hal_M_shadeHead01.dds,0,37,4,
1947,hig_f_shadehead.dds,hig_f_shadehead.dds,0,37,4,
1948,hig_m_shadehead.dds,hig_m_shadehead.dds,0,53,4,
1949,nor_f_shadehead.dds,nor_f_shadehead.dds,0,37,4,
1950,Nor_M_shadehead.dds,Nor_M_shadehead.dds,0,37,4,
1951,syl_f_ShadeHead.dds,syl_f_ShadeHead.dds,0,37,4,
1952,Ava_M_MummyHead01.dds,Ava_M_MummyHead01.dds,0,37,4,
1953,Ava_F_MummyHead01.dds,Ava_F_MummyHead01.dds,0,37,4,
1954,Cel_F_MummyHead01.dds,Cel_F_MummyHead01.dds,0,37,4,
1955,Cel_m_MummyHead01.dds,Cel_m_MummyHead01.dds,0,37,4,
1956,Fir_F_MummyHead01.dds,Fir_F_MummyHead01.dds,0,37,4,
1957,Fir_M_MummyHead01.dds,Fir_M_MummyHead01.dds,0,37,4,
1958,Hal_F_MummyHead01.dds,Hal_F_MummyHead01.dds,0,37,4,
1959,ava_f_stonehead.dds,ava_f_stonehead.dds,0,37,4,
1960,ava_m_stonehead.dds,ava_m_stonehead.dds,0,37,4,
1961,Cel_f_stonehead.dds,Cel_f_stonehead.dds,0,37,4,
1962,Cel_m_stonehead.dds,Cel_m_stonehead.dds,0,37,4,
1963,fir_f_stonehead.dds,fir_f_stonehead.dds,0,37,4,
1964,fir_m_stonehead.dds,fir_m_stonehead.dds,0,37,4,
1965,Fro_f_stonehead.dds,Fro_f_stonehead.dds,0,37,4,
1966,Fro_M_stonehead.dds,Fro_M_stonehead.dds,0,37,4,
1967,hig_f_stonehead.dds,hig_f_stonehead.dds,0,37,4,
1968,hig_m_stonehead.dds,hig_m_stonehead.dds,0,53,4,
1969,nor_f_stonehead.dds,nor_f_stonehead.dds,0,37,4,
1970,Nor_M_stonehead.dds,Nor_M_stonehead.dds,0,37,4,
1971,leaBody01_Epic_Vampyre_M.dds,leaBody01_Epic_Vampyre_M.dds,0,37,4,
1972,leaBody01_Epic_Vampyre_F.dds,leaBody01_Epic_Vampyre_F.dds,0,37,4,
1973,leaBoots_Epic_Vampyre.dds,leaBoots_Epic_Vampyre.dds,0,37,4,
1974,leaGloves01_Epic_Vampyre.dds,leaGloves01_Epic_Vampyre.dds,0,37,4,
1975,cthArms01_Epic_Vampyre.dds,cthArms01_Epic_Vampyre.dds,0,37,4,
1976,cthLegs01_Epic_Vampyre.dds,cthLegs01_Epic_Vampyre.dds,0,37,4,
1977,cthGloves01_TOA_stone.dds,cthGloves01_TOA_stone.dds,0,37,4,
1978,cthBoots01_TOA_stone.dds,cthBoots01_TOA_stone.dds,0,37,4,
1979,cthBody01_TOA_stone_f.dds,cthBody01_TOA_stone_f.dds,0,37,4,
1980,cthBody01_TOA_stone_m.dds,cthBody01_TOA_stone_m.dds,0,37,4,
1981,cthLegs01_TOA_stone.dds,cthLegs01_TOA_stone.dds,0,37,4,
1982,cthArms01_TOA_stone.dds,cthArms01_TOA_stone.dds,0,37,4,
1983,Hig_m_Head07.dds,Hig_m_Head07.dds,0,36,4,
1984,syl_f_stonehead.dds,syl_f_stonehead.dds,0,37,4,
1985,sha_f_stonehead.dds,sha_f_stonehead.dds,0,37,4,
1986,sha_m_stonehead.dds,sha_m_stonehead.dds,0,37,4,
1987,fir_f_ShadeHead.dds,fir_f_ShadeHead.dds,0,37,4,
1988,fir_m_ShadeHead.dds,fir_m_ShadeHead.dds,0,37,4,
1989,hal_f_stonehead.dds,hal_f_stonehead.dds,0,37,4,
1990,hal_m_stonehead.dds,hal_m_stonehead.dds,0,37,4,
1991,bearform_01.dds,bearform_01.dds,0,39,4,
1992,robBody01_epic_Heretic_F.dds,robBody01_epic_Heretic_F.dds,0,38,4,
1993,robBody01_epic_Heretic_M.dds,robBody01_epic_Heretic_M.dds,0,38,4,
1994,chnBody04_Epic_Valkyrie_f.dds,chnBody04_Epic_Valkyrie_f.dds,0,38,4,
1995,cthLegs01_Epic_Valkyrie.dds,cthLegs01_Epic_Valkyrie.dds,0,38,4,
1996,cthArms01_Epic_Valkyrie.dds,cthArms01_Epic_Valkyrie.dds,0,38,4,
1997,chnGloves01_Epic_Valkyrie.dds,chnGloves01_Epic_Valkyrie.dds,0,38,4,
1998,chnBoots01_Epic_Valkyrie.dds,chnBoots01_Epic_Valkyrie.dds,0,38,4,
1999,cthArms01_ss_sha_f.dds,cthArms01_ss_sha_f.dds,0,36,4,
2000,Dwa_m_hair06_blonde.dds,Dwa_m_hair06_blonde.dds,0,39,4,
2001,Dwa_m_hair06_bluebase.dds,Dwa_m_hair06_bluebase.dds,0,39,4,
2002,Dwa_m_hair06_dkbrown.dds,Dwa_m_hair06_dkbrown.dds,0,39,4,
2003,Dwa_m_hair06_white.dds,Dwa_m_hair06_white.dds,0,39,4,
2004,Runemaster gloves,cthGloves01_Epic_Runemaster.dds,0,39,4,
2005,Runemaster sleeves,ctharms01_Epic_Runemaster.dds,0,39,4,
2006,ctharms01_Epic_SpiritMaster.dds,ctharms01_Epic_SpiritMaster.dds,0,39,4,
2007,cthLegs01_Epic_SpiritMaster.dds,cthLegs01_Epic_SpiritMaster.dds,0,39,4,
2008,Ava_F_Head07.dds,Ava_F_Head07.dds,0,41,4,
2009,ava_m_Head07.dds,ava_m_Head07.dds,0,40,4,
2010,Bri_f_Head07.dds,Bri_f_Head07.dds,0,40,4,
2011,Bri_m_Head07.dds,Bri_m_Head07.dds,0,40,4,
2012,Dwa_f_Head07.dds,Dwa_f_Head07.dds,0,41,4,
2013,Dwa_m_Head07.dds,Dwa_m_Head07.dds,0,40,4,
2014,Fro_f_Head07.dds,Fro_f_Head07.dds,0,40,4,
2015,Fro_m_Head07.dds,Fro_m_Head07.dds,0,40,4,
2016,Hal_f_Head07.dds,Hal_f_Head07.dds,0,40,4,
2017,Hal_m_Head07.dds,Hal_m_Head07.dds,0,40,4,
2018,Hig_f_Head07.dds,Hig_f_Head07.dds,0,41,4,
2019,Hig_m_Head07.dds,Hig_m_Head07.dds,0,40,4,
2020,Ico_f_Head07.dds,Ico_f_Head07.dds,0,40,4,
2021,Ico_m_Head07.dds,Ico_m_Head07.dds,0,40,4,
2022,Kob_f_Head07.dds,Kob_f_Head07.dds,0,40,4,
2023,Kob_m_Head07.dds,Kob_m_Head07.dds,0,40,4,
2024,Nor_f_Head07.dds,Nor_f_Head07.dds,0,41,4,
2025,Nor_m_Head07.dds,Nor_m_Head07.dds,0,40,4,
2026,Sar_f_Head07.dds,Sar_f_Head07.dds,0,41,4,
2027,Sar_m_Head07.dds,Sar_m_Head07.dds,0,40,4,
2028,tro_f_Head07.dds,tro_f_Head07.dds,0,40,4,
2029,tro_m_Head07.dds,tro_m_Head07.dds,0,40,4,
2030,Val_f_Head07.dds,Val_f_Head07.dds,0,40,4,
2031,ValkynM_Head07.dds,ValkynM_Head07.dds,0,40,4,
2032,Cel_f_Head07.dds,Cel_f_Head07.dds,0,40,4,
2033,Cel_m_Head07.dds,Cel_m_Head07.dds,0,40,4,
2034,Elf_F_Head07.dds,Elf_F_Head07.dds,0,40,4,
2035,Elf_m_Head07.dds,Elf_m_Head07.dds,0,40,4,
2036,Fir_f_Head07.dds,Fir_f_Head07.dds,0,40,4,
2037,Fir_m_head07.dds,Fir_m_head07.dds,0,41,4,
2038,Lur_f_Head07.dds,Lur_f_Head07.dds,0,40,4,
2039,Lur_m_Head07.dds,Lur_m_Head07.dds,0,40,4,
2040,Sha_f_Head07.dds,Sha_f_Head07.dds,0,40,4,
2041,Sha_m_Head07.dds,Sha_m_Head07.dds,0,40,4,
2042,Syl_f_Head07.dds,Syl_f_Head07.dds,0,40,4,
2043,Syl_m_Head07.dds,Syl_m_Head07.dds,0,40,4,
2044,cthLegs_CATA_PSgood.dds,cthLegs_CATA_PSgood.dds,0,42,4,
2045,cthGloves_CATA_PSgood.dds,cthGloves_CATA_PSgood.dds,0,42,4,
2046,stdArms_CATA_PSgood.dds,stdArms_CATA_PSgood.dds,0,42,4,
2047,stdBoots_CATA_PSgood.dds,stdBoots_CATA_PSgood.dds,0,42,4,
2048,stdLegs_CATA_PSgood.dds,stdLegs_CATA_PSgood.dds,0,42,4,
2049,stdGloves_CATA_PSgood.dds,stdGloves_CATA_PSgood.dds,0,42,4,
2050,stdBody_CATA_PSgood_F.dds,stdBody_CATA_PSgood_F.dds,0,42,4,
2051,stdBody_CATA_PSgood_M.dds,stdBody_CATA_PSgood_M.dds,0,42,4,
2052,sclArms_CATA_PSgood.dds,sclArms_CATA_PSgood.dds,0,42,4,
2053,sclBoots_CATA_PSgood.dds,sclBoots_CATA_PSgood.dds,0,42,4,
2054,sclGloves_CATA_PSgood.dds,sclGloves_CATA_PSgood.dds,0,42,4,
2055,sclLegs_CATA_PSgood.dds,sclLegs_CATA_PSgood.dds,0,42,4,
2056,sclBody_CATA_PSgood_F.dds,sclBody_CATA_PSgood_F.dds,0,42,4,
2057,sclBody_CATA_PSgood_M.dds,sclBody_CATA_PSgood_M.dds,0,42,4,
2058,pltBody_CATA_PSgood_F.dds,pltBody_CATA_PSgood_F.dds,0,42,4,
2059,pltBody_CATA_PSgood_M.dds,pltBody_CATA_PSgood_M.dds,0,42,4,
2060,pltArms_CATA_PSgood.dds,pltArms_CATA_PSgood.dds,0,42,4,
2061,pltBoots_CATA_PSgood.dds,pltBoots_CATA_PSgood.dds,0,42,4,
2062,pltGloves_CATA_PSgood.dds,pltGloves_CATA_PSgood.dds,0,42,4,
2063,plt_Legs_CATA_PSgood.dds,plt_Legs_CATA_PSgood.dds,0,42,4,
2064,leaBody_CATA_PSgood_M.dds,leaBody_CATA_PSgood_M.dds,0,42,4,
2065,leaBoots_CATA_PSgood.dds,leaBoots_CATA_PSgood.dds,0,42,4,
2066,leaArms_CATA_PSgood.dds,leaArms_CATA_PSgood.dds,0,42,4,
2067,leaLegs_CATA_PSgood.dds,leaLegs_CATA_PSgood.dds,0,42,4,
2068,leaGloves_CATA_PSgood.dds,leaGloves_CATA_PSgood.dds,0,42,4,
2069,leaBody_CATA_PSgood_F.dds,leaBody_CATA_PSgood_F.dds,0,42,4,
2070,chnArms_CATA_PSgood.dds,chnArms_CATA_PSgood.dds,0,42,4,
2071,chnBoots_CATA_PSgood.dds,chnBoots_CATA_PSgood.dds,0,42,4,
2072,chnGloves_CATA_PSgood.dds,chnGloves_CATA_PSgood.dds,0,42,4,
2073,chnLegs_CATA_PSgood.dds,chnLegs_CATA_PSgood.dds,0,42,4,
2074,chnBody_CATA_PSgood_F.dds,chnBody_CATA_PSgood_F.dds,0,42,4,
2075,chnBody_CATA_PSgood_M.dds,chnBody_CATA_PSgood_M.dds,0,42,4,
2076,robBody_CATA_PSgood_F.dds,robBody_CATA_PSgood_F.dds,0,42,4,
2077,robBody_CATA_PSgood_M.dds,robBody_CATA_PSgood_M.dds,0,42,4,
2078,cthArms_CATA_PSgood.dds,cthArms_CATA_PSgood.dds,0,42,4,
2079,cthBoots_CATA_PSgood.dds,cthBoots_CATA_PSgood.dds,0,42,4,
2080,cthBody_CATA_PSgood_M.dds,cthBody_CATA_PSgood_M.dds,0,42,4,
2081,cthBody_CATA_PSgood_F.dds,cthBody_CATA_PSgood_F.dds,0,42,4,
2082,chnArms_CATA_PIbad.dds,chnArms_CATA_PIbad.dds,0,43,4,
2083,chnArms_CATA_PIgood.dds,chnArms_CATA_PIgood.dds,0,43,4,
2084,chnBody_CATA_PIbad_F.dds,chnBody_CATA_PIbad_F.dds,0,43,4,
2085,chnBody_CATA_PIbad_M.dds,chnBody_CATA_PIbad_M.dds,0,43,4,
2086,chnBody_CATA_PIgood_F.dds,chnBody_CATA_PIgood_F.dds,0,43,4,
2087,chnBody_CATA_PIgood_M.dds,chnBody_CATA_PIgood_M.dds,0,43,4,
2088,chnBoots_CATA_PIbad.dds,chnBoots_CATA_PIbad.dds,0,43,4,
2089,chnBoots_CATA_PIgood.dds,chnBoots_CATA_PIgood.dds,0,43,4,
2090,chnGloves_CATA_PIbad.dds,chnGloves_CATA_PIbad.dds,0,43,4,
2091,chnGloves_CATA_PIgood.dds,chnGloves_CATA_PIgood.dds,0,43,4,
2092,chnLegs_CATA_PIbad.dds,chnLegs_CATA_PIbad.dds,0,43,4,
2093,chnLegs_CATA_PIgood.dds,chnLegs_CATA_PIgood.dds,0,43,4,
2094,pltArms_CATA_PIBad.dds,pltArms_CATA_PIBad.dds,0,43,4,
2095,pltArms_CATA_PIgood.dds,pltArms_CATA_PIgood.dds,0,43,4,
2096,pltBody_CATA_PIBad_F.dds,pltBody_CATA_PIBad_F.dds,0,43,4,
2097,pltBody_CATA_PIBad_M.dds,pltBody_CATA_PIBad_M.dds,0,43,4,
2098,pltBody_CATA_PIgood_F.dds,pltBody_CATA_PIgood_F.dds,0,43,4,
2099,pltBody_CATA_PIgood_M.dds,pltBody_CATA_PIgood_M.dds,0,43,4,
2100,pltBoots_CATA_PIBad.dds,pltBoots_CATA_PIBad.dds,0,43,4,
2101,pltBoots_CATA_PIgood.dds,pltBoots_CATA_PIgood.dds,0,43,4,
2102,pltGloves_CATA_PIBad.dds,pltGloves_CATA_PIBad.dds,0,43,4,
2103,pltGloves_CATA_PIgood.dds,pltGloves_CATA_PIgood.dds,0,43,4,
2104,pltLegs_CATA_PIBad.dds,pltLegs_CATA_PIBad.dds,0,43,4,
2105,pltLegs_CATA_PIgood.dds,pltLegs_CATA_PIgood.dds,0,43,4,
2106,sclArms_CATA_Pibad.dds,sclArms_CATA_Pibad.dds,0,43,4,
2107,sclArms_CATA_PIgood.dds,sclArms_CATA_PIgood.dds,0,43,4,
2108,sclBody_CATA_Pibad_F.dds,sclBody_CATA_Pibad_F.dds,0,43,4,
2109,sclBody_CATA_Pibad_M.dds,sclBody_CATA_Pibad_M.dds,0,43,4,
2110,sclBody_CATA_PIgood_F.dds,sclBody_CATA_PIgood_F.dds,0,43,4,
2111,sclBody_CATA_PIgood_M.dds,sclBody_CATA_PIgood_M.dds,0,43,4,
2112,sclBoots_CATA_Pibad.dds,sclBoots_CATA_Pibad.dds,0,43,4,
2113,sclBoots_CATA_PIgood.dds,sclBoots_CATA_PIgood.dds,0,43,4,
2114,sclGloves_CATA_Pibad.dds,sclGloves_CATA_Pibad.dds,0,43,4,
2115,sclGloves_CATA_PIgood.dds,sclGloves_CATA_PIgood.dds,0,43,4,
2116,sclLegs_CATA_Pibad.dds,sclLegs_CATA_Pibad.dds,0,43,4,
2117,sclLegs_CATA_PIgood.dds,sclLegs_CATA_PIgood.dds,0,43,4,
2118,leaLegs_CATA_Pigood.dds,leaLegs_CATA_Pigood.dds,0,44,4,
2119,leaArms_CATA_PiCorrupt.dds,leaArms_CATA_PiCorrupt.dds,0,44,4,
2120,leaArms_CATA_Pigood.dds,leaArms_CATA_Pigood.dds,0,44,4,
2121,leaBody_CATA_PiCorrupt_F.dds,leaBody_CATA_PiCorrupt_F.dds,0,44,4,
2122,leaBody_CATA_PiCorrupt_M.dds,leaBody_CATA_PiCorrupt_M.dds,0,44,4,
2123,leaBody_CATA_Pigood_F.dds,leaBody_CATA_Pigood_F.dds,0,44,4,
2124,leaBody_CATA_Pigood_M.dds,leaBody_CATA_Pigood_M.dds,0,44,4,
2125,leaBoots_CATA_PiCorrupt.dds,leaBoots_CATA_PiCorrupt.dds,0,44,4,
2126,leaBoots_CATA_Pigood.dds,leaBoots_CATA_Pigood.dds,0,44,4,
2127,leaGloves_CATA_PiCorrupt.dds,leaGloves_CATA_PiCorrupt.dds,0,44,4,
2128,leaGloves_CATA_Pigood.dds,leaGloves_CATA_Pigood.dds,0,44,4,
2129,leaLegs_CATA_PiCorrupt.dds,leaLegs_CATA_PiCorrupt.dds,0,44,4,
2130,CthLegs_CATA_Pigood.dds,CthLegs_CATA_Pigood.dds,0,44,4,
2131,CthArms_CATA_PiCorrupt.dds,CthArms_CATA_PiCorrupt.dds,0,44,4,
2132,CthArms_CATA_Pigood.dds,CthArms_CATA_Pigood.dds,0,44,4,
