Information,,NIF,Skins,,,,,,,,,,,,Sound,,,,,Head,Hug,,Obj,,Helm,Alt,Body ,cloak,Emblem,No FX,alternate,min float,max float,Combat ,,Arms,Head,LOD,Body,Mon,Legs,Body,Head,Arms,Legs,Shield,Lbody,Gloves,Boots,Gloves,Boots,Lbody,Body,Head,Arms,Gloves,Lbody,Boots,Legs,Biped,No,ForceHeld,ForceHeld,No,Shape Change,No,Cata,CatSkin,Cata Skin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,Cata,Cata,Cata,Cata,Cata,Cat No Armor,Cat No Armor,Cat No Armor,Cat No Armor,Cat No Armor,Cat No ,Cata Skinmode,Cata Eye Tint,Cata Skin Tint,Vampiir,Vampiir,Vampiir,Catac Alpha,Cata,Tutorial,Mount ,,
672,Gnome(Variation),324,1279,0,0,0,0,0,0,0,0,100,50,1,22,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,60,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Gnome(Evil),324,1280,0,0,0,0,0,0,0,0,100,50,1,22,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,60,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Human Diseased 1(Low),268,1281,0,0,0,0,0,0,0,0,95,75,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Human Diseased 2(Low),269,1282,0,0,0,0,0,0,0,0,95,75,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Human Diseased 3(High),270,1281,0,0,0,0,0,0,0,0,95,75,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Human Diseased 4(High),271,1282,0,0,0,0,0,0,0,0,95,73,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Pixie Anger,295,1283,0,0,0,0,0,0,0,0,25,40,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,62,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Pixie Fair,295,1284,0,0,0,0,0,0,0,0,25,40,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,62,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Zombie Male Firby,325,1285,0,0,0,0,0,0,0,0,135,105,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Zombie Female Firby,326,1286,0,0,0,0,0,0,0,0,130,102,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Zombie Kobold Female,327,1287,0,0,0,0,0,0,0,0,70,60,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Zombie Kobold Male,328,1287,0,0,0,0,0,0,0,0,70,60,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Praying Mantis (Normal),329,1289,0,0,0,0,0,0,0,0,100,135,1,101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Praying Mantis (Green),329,1290,0,0,0,0,0,0,0,0,100,135,1,101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Praying Mantis (Red),329,1291,0,0,0,0,0,0,0,0,100,135,1,101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Primitive,330,1292,0,0,0,0,0,0,0,0,100,74,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Two  Headed Wolf (Normal),331,1293,0,0,0,0,0,0,0,0,100,66,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Two  Headed Wolf (Black),331,1294,0,0,0,0,0,0,0,0,100,66,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Two  Headed Wolf (Demon),331,1295,0,0,0,0,0,0,0,0,100,66,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Two  Headed Wolf (White),331,1296,0,0,0,0,0,0,0,0,100,66,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Two  Headed Wolf (Zombie),331,1297,0,0,0,0,0,0,0,0,100,66,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Sabertooth (Normal),332,1298,0,0,0,0,0,0,0,0,100,77,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Sabertooth (Cave Lion),332,1299,0,0,0,0,0,0,0,0,100,77,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Sabertooth (Striped),332,1300,0,0,0,0,0,0,0,0,100,77,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Winged Gryphon 1,333,1301,1302,0,0,0,0,0,0,0,100,180,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Succubus w/ no Z axis by default,315,1250,0,0,0,0,0,0,0,0,100,130,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Wingless Gryphon (White),334,1303,0,0,0,0,0,0,0,0,100,77,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Wingless Gryphon (Black),334,1304,0,0,0,0,0,0,0,0,100,77,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Sylvan Male 1,346,1332,1339,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1326,14,1,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3729,3725,3728,3726,3727,79,,9,1,1,,109,,,,,,,,,,,,,,,,,,
701,Sylvan Male 2,346,1332,1340,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1327,14,1,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3730,3725,3728,3726,3727,79,,9,1,1,,109,,,,,,,,,,,,,,,,,,
702,Sylvan Male 3,346,1332,1341,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1326,14,2,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3731,3725,3728,3726,3727,79,,9,1,1,,109,,,,,,,,,,,,,,,,,,
703,Sylvan Male 4,346,1332,1342,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1327,14,2,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3732,3725,3728,3726,3727,79,,9,1,1,,109,,,,,,,,,,,,,,,,,,
704,Sylvan Male 5,346,1332,1343,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1328,14,1,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3733,3725,3728,3726,3727,79,,9,1,1,,109,,,,,,,,,,,,,,,,,,
705,Sylvan Male 6,346,1332,1339,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1329,14,1,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3734,3725,3728,3726,3727,79,,9,1,1,,109,,,,,,,,,,,,,,,,,,
706,Sylvan Male 7,346,1332,1340,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1328,14,2,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3729,3725,3728,3726,3727,79,,9,1,1,,109,,,,,,,,,,,,,,,,,,
707,Sylvan Male 8,346,1332,1341,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1329,14,2,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3730,3725,3728,3726,3727,79,,9,1,1,,109,,,,,,,,,,,,,,,,,,
708,Sylvan Female 1,347,1333,1339,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1320,14,1,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3735,6236,3728,3726,3727,79,,10,1,1,,108,,,,,,,,,,,,,,,,,,
709,Sylvan Female 2,347,1333,1340,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1321,14,1,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3736,6236,3728,3726,3727,79,,10,1,1,,108,,,,,,,,,,,,,,,,,,
710,Sylvan Female 3,347,1333,1341,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1320,14,2,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3737,6236,3728,3726,3727,79,,10,1,1,,108,,,,,,,,,,,,,,,,,,
711,Sylvan Female 4,347,1333,1342,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1321,14,2,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3738,6236,3728,3726,3727,79,,10,1,1,,108,,,,,,,,,,,,,,,,,,
712,Sylvan Female 5,347,1333,1343,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1322,14,1,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3739,6236,3728,3726,3727,79,,10,1,1,,108,,,,,,,,,,,,,,,,,,
713,Sylvan Female 6,347,1333,1339,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1323,14,1,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3740,6236,3728,3726,3727,79,,10,1,1,,108,,,,,,,,,,,,,,,,,,
714,Sylvan Female 7,347,1333,1340,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1322,14,2,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3735,6236,3728,3726,3727,79,,10,1,1,,108,,,,,,,,,,,,,,,,,,
715,Sylvan Female 8,347,1333,1341,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1323,14,2,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3736,6236,3728,3726,3727,79,,10,1,1,,108,,,,,,,,,,,,,,,,,,
716, Inconnu Male 1,348,1357,1021,1358,1359,1360,1361,1362,0,0,77,71,1,88,0,0,1350,5,1,0,0,100,1,139,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,604,3615,,3621,3617,3620,3618,3619,79,,9,,,,87,,,,,,,,,,,,,,,,,,
717, Inconnu Male 2,348,1357,1017,1358,1359,1360,1361,1362,0,0,77,71,1,88,0,0,1351,5,1,0,0,100,1,139,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,604,3615,,3622,3617,3620,3618,3619,79,,9,,,,87,,,,,,,,,,,,,,,,,,
718, Inconnu Male 3,348,1357,1029,1358,1359,1360,1361,1362,0,0,77,71,1,88,0,0,1350,5,2,0,0,100,1,139,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,604,3615,,3623,3617,3620,3618,3619,79,,9,,,,87,,,,,,,,,,,,,,,,,,
719, Inconnu Male 4,348,1357,1024,1358,1359,1360,1361,1362,0,0,77,71,1,88,0,0,1351,5,2,0,0,100,1,139,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,604,3615,,3624,3617,3620,3618,3619,79,,9,,,,87,,,,,,,,,,,,,,,,,,
720, Inconnu Male 5,348,1357,1024,1358,1359,1360,1361,1362,0,0,77,71,1,88,0,0,1352,5,1,0,0,100,1,139,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,604,3615,,3625,3617,3620,3618,3619,79,,9,,,,87,,,,,,,,,,,,,,,,,,
721, Inconnu Male 6,348,1357,1025,1358,1359,1360,1361,1362,0,0,77,71,1,88,0,0,1353,5,1,0,0,100,1,139,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,604,3615,,3626,3617,3620,3618,3619,79,,9,,,,87,,,,,,,,,,,,,,,,,,
722, Inconnu Male 7,348,1357,1021,1358,1359,1360,1361,1362,0,0,77,71,1,88,0,0,1352,5,2,0,0,100,1,139,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,604,3615,,3621,3617,3620,3618,3619,79,,9,,,,87,,,,,,,,,,,,,,,,,,
723, Inconnu Male 8,348,1357,1017,1358,1359,1360,1361,1362,0,0,77,71,1,88,0,0,1353,5,2,0,0,100,1,139,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,604,3615,,3622,3617,3620,3618,3619,79,,9,,,,87,,,,,,,,,,,,,,,,,,
724, Inconnu Female 1,349,1356,1021,1358,1359,1360,1361,1362,0,0,77,71,1,87,0,0,1344,5,1,0,1,100,1,136,4,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,605,3616,,3627,3617,3620,3618,3619,79,,10,,,,87,,,,,,,,,,,,,,,,,,
725, Inconnu Female 2,349,1356,1017,1358,1359,1360,1361,1362,0,0,77,71,1,87,0,0,1345,5,1,0,1,100,1,136,4,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,605,3616,,3628,3617,3620,3618,3619,79,,10,,,,87,,,,,,,,,,,,,,,,,,
726, Inconnu Female 3,349,1356,1029,1358,1359,1360,1361,1362,0,0,77,71,1,87,0,0,1344,5,2,0,1,100,1,136,4,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,605,3616,,3629,3617,3620,3618,3619,79,,10,,,,87,,,,,,,,,,,,,,,,,,
727, Inconnu Female 4,349,1356,1024,1358,1359,1360,1361,1362,0,0,77,71,1,87,0,0,1345,5,2,0,1,100,1,136,4,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,605,3616,,3630,3617,3620,3618,3619,79,,10,,,,87,,,,,,,,,,,,,,,,,,
728, Inconnu Female 5,349,1356,1024,1358,1359,1360,1361,1362,0,0,77,71,1,87,0,0,1346,5,1,0,1,100,1,136,4,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,605,3616,,3631,3617,3620,3618,3619,79,,10,,,,87,,,,,,,,,,,,,,,,,,
729, Inconnu Female 6,349,1356,1025,1358,1359,1360,1361,1362,0,0,77,71,1,87,0,0,1347,5,1,0,1,100,1,136,4,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,605,3616,,3632,3617,3620,3618,3619,79,,10,,,,87,,,,,,,,,,,,,,,,,,
730, Inconnu Female 7,349,1356,1021,1358,1359,1360,1361,1362,0,0,77,71,1,87,0,0,1346,5,2,0,1,100,1,136,4,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,605,3616,,3627,3617,3620,3618,3619,79,,10,,,,87,,,,,,,,,,,,,,,,,,
731, Inconnu Female 8,349,1356,1017,1358,1359,1360,1361,1362,0,0,77,71,1,87,0,0,1347,5,2,0,1,100,1,136,4,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,605,3616,,3628,3617,3620,3618,3619,79,,10,,,,87,,,,,,,,,,,,,,,,,,
732,Sylvan Shopkeeper Male 1,346,1332,1339,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1326,0,1,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3730,3725,3728,3726,3727,79,,9,1,,,109,,,,,,,,,,,,,,,,,,
733,Sylvan Shopkeeper Male 2,346,1332,1340,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1327,0,1,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3730,3725,3728,3726,3727,79,,9,1,,,109,,,,,,,,,,,,,,,,,,
734,Sylvan Shopkeeper Male 3,346,1332,1341,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1328,0,2,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3730,3725,3728,3726,3727,79,,9,1,,,109,,,,,,,,,,,,,,,,,,
735,Sylvan Shopkeeper Male 4,346,1332,1342,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1329,0,2,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3730,3725,3728,3726,3727,79,,9,1,,,109,,,,,,,,,,,,,,,,,,
736,Sylvan Shopkeeper Male 5,346,1332,1343,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1330,0,1,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3730,3725,3728,3726,3727,79,,9,1,,,109,,,,,,,,,,,,,,,,,,
737,Sylvan  ShopkeeperMale 6,346,1332,1339,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1331,0,1,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3730,3725,3728,3726,3727,79,,9,1,,,109,,,,,,,,,,,,,,,,,,
738,Sylvan Shopkeeper Male 7,346,1332,1340,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1326,0,2,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3730,3725,3728,3726,3727,79,,9,1,,,109,,,,,,,,,,,,,,,,,,
739,Sylvan Shopkeeper Male 8,346,1332,1341,1334,1335,1336,1337,1338,0,0,108,85,1,114,0,0,1327,0,2,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3730,3725,3728,3726,3727,79,,9,1,,,109,,,,,,,,,,,,,,,,,,
740,Sylvan  ShopkeeperFemale 1,347,1333,1339,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1320,0,1,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3735,6236,3728,3726,3727,79,,10,1,,,108,,,,,,,,,,,,,,,,,,
741,Sylvan  ShopkeeperFemale 2,347,1333,1340,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1321,0,1,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3735,6236,3728,3726,3727,79,,10,1,,,108,,,,,,,,,,,,,,,,,,
742,Sylvan  ShopkeeperFemale 3,347,1333,1341,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1322,0,2,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3735,6236,3728,3726,3727,79,,10,1,,,108,,,,,,,,,,,,,,,,,,
743,Sylvan Shopkeeper Female 4,347,1333,1342,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1323,0,2,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3735,6236,3728,3726,3727,79,,10,1,,,108,,,,,,,,,,,,,,,,,,
744,Sylvan Shopkeeper Female 5,347,1333,1343,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1324,0,1,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3735,6236,3728,3726,3727,79,,10,1,,,108,,,,,,,,,,,,,,,,,,
745,Sylvan Shopkeeper Female 6,347,1333,1339,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1325,0,1,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3735,6236,3728,3726,3727,79,,10,1,,,108,,,,,,,,,,,,,,,,,,
746,Sylvan  ShopkeeperFemale 7,347,1333,1340,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1320,0,2,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3735,6236,3728,3726,3727,79,,10,1,,,108,,,,,,,,,,,,,,,,,,
747,Sylvan  ShopkeeperFemale 8,347,1333,1341,1334,1335,1336,1337,1338,0,0,108,80,1,113,0,0,1321,0,2,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3735,6236,3728,3726,3727,79,,10,1,,,108,,,,,,,,,,,,,,,,,,
748, Inconnu  ShopkeeperMale 1,348,1357,1021,1358,1359,1360,1361,1362,0,0,77,69,1,88,0,0,1350,0,1,0,0,100,1,139,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,604,3615,,3622,3617,3620,3618,3619,79,,9,1,,,83,,,,,,,,,,,,,,,,,,
